
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_gpu_proj_sum.py]... 
Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/21/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/21/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,438274,187030,3,146091.3,146081.0,146048,146145,49.3,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/14/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/14/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,435746,192430,3,145248.7,145088.0,144833,145825,515.1,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/3/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/3/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,434979,199538,3,144993.0,145057.0,144641,145281,324.8,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/12/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/12/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,434818,217259,3,144939.3,144897.0,144417,145504,544.7,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/17/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/17/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,434275,187000,3,144758.3,144737.0,143905,145633,864.2,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/10/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/10/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,434083,192819,3,144694.3,144865.0,144321,144897,323.7,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/9/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/9/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,434082,207119,3,144694.0,144705.0,144417,144960,271.7,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/20/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/20/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,434051,192389,3,144683.7,144705.0,144193,145153,480.4,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/7/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/7/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,433954,196499,3,144651.3,144737.0,144416,144801,206.3,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/11/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/11/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,433793,187699,3,144597.7,144609.0,144352,144832,240.2,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/6/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/6/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,433347,208489,3,144449.0,144417.0,144161,144769,305.3,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/4/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/4/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,433186,215159,3,144395.3,144449.0,144256,144481,121.7,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/8/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/8/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,433152,211909,3,144384.0,144448.0,144096,144608,261.9,21,7.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/13/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/13/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,432099,213759,3,144033.0,143969.0,143617,144513,451.4,21,7.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl62_3,PushPop,221089,31119,3,73696.3,73728.0,73568,73793,115.8,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl68_3,PushPop,221025,31320,3,73675.0,73696.0,73505,73824,160.5,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl100_3,PushPop,220224,26910,3,73408.0,73408.0,73344,73472,64.0,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl94_3,PushPop,219968,29550,3,73322.7,72672.0,72640,74656,1154.8,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl86_3,PushPop,218304,29410,3,72768.0,72640.0,72512,73152,338.7,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl88_3,PushPop,216960,29910,3,72320.0,72224.0,72192,72544,194.6,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl82_3,PushPop,216705,38990,3,72235.0,72096.0,71937,72672,386.7,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl98_3,PushPop,216578,29190,3,72192.7,72225.0,71777,72576,400.5,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl78_3,PushPop,216289,26640,3,72096.3,72097.0,72032,72160,64.0,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl96_3,PushPop,216161,27600,3,72053.7,71521.0,71456,73184,979.4,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl76_3,PushPop,216098,29070,3,72032.7,72032.0,71873,72193,160.0,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl74_3,PushPop,216064,31410,3,72021.3,71904.0,71872,72288,231.5,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl90_3,PushPop,216003,29570,3,72001.0,72225.0,71425,72353,502.9,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl64_3,PushPop,216002,30950,3,72000.7,71969.0,71968,72065,55.7,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl72_3,PushPop,215841,29630,3,71947.0,71841.0,71808,72192,212.8,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl70_3,PushPop,215779,29400,3,71926.3,71969.0,71745,72065,164.2,3,1.0,1.0,0.0
myelin-exec:__mye2071+__mye2059_myl102_3,PushPop,215745,29650,3,71915.0,71937.0,71712,72096,192.9,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl80_3,PushPop,215360,28980,3,71786.7,71776.0,71680,71904,112.4,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl92_3,PushPop,215233,28040,3,71744.3,71584.0,71521,72128,333.8,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl84_3,PushPop,215170,31150,3,71723.3,71681.0,71649,71840,102.3,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl66_3,PushPop,215104,32010,3,71701.3,71648.0,71584,71872,151.2,3,1.0,1.0,0.0
myelin-exec:__mye1979+__mye1967_myl60_3,PushPop,215008,46590,3,71669.3,71680.0,71552,71776,112.4,3,1.0,1.0,0.0
TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/0/attention/qkv/get_weight_L224/get_constant_tensor_L139/_create_constant_tensor_L116/constant_L1214/CONSTANT_0...LLaMAForCausalLM/transformer/layers/0/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0]},PushPop,146720,211648,3,48906.7,37888.0,36416,72416,20373.0,6,2.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/15/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl90_5,PushPop,111904,24480,3,37301.3,39584.0,32224,40096,4404.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/0/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl60_5,PushPop,110624,31950,3,36874.7,36544.0,36416,37664,686.6,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/14/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl88_5,PushPop,97184,24550,3,32394.7,32416.0,32128,32640,256.7,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/17/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl94_5,PushPop,97056,25140,3,32352.0,32288.0,32160,32608,230.8,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/21/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl102_5,PushPop,97056,23960,3,32352.0,32384.0,32256,32416,84.7,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/10/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl80_5,PushPop,96928,22970,3,32309.3,32320.0,32192,32416,112.4,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/16/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl92_5,PushPop,96833,24500,3,32277.7,32352.0,32000,32481,249.0,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/4/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl68_5,PushPop,96832,25480,3,32277.3,32384.0,32064,32384,184.8,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/8/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl76_5,PushPop,96832,23809,3,32277.3,32160.0,32128,32544,231.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/3/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl66_5,PushPop,96737,25320,3,32245.7,32193.0,32064,32480,212.9,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/11/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl82_5,PushPop,96704,26530,3,32234.7,32288.0,32096,32320,121.2,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/2/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl64_5,PushPop,96609,24219,3,32203.0,32288.0,31905,32416,265.9,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/12/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl84_5,PushPop,96257,25060,3,32085.7,32000.0,31904,32353,236.4,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/1/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl62_5,PushPop,96224,23510,3,32074.7,32064.0,31936,32224,144.3,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/13/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl86_5,PushPop,96161,23730,3,32053.7,32064.0,31905,32192,143.8,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/19/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl98_5,PushPop,96129,24880,3,32043.0,32064.0,32001,32064,36.4,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/6/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl72_5,PushPop,96129,24000,3,32043.0,32065.0,31936,32128,97.9,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/9/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl78_5,PushPop,96129,24079,3,32043.0,32032.0,31841,32256,207.7,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/5/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl70_5,PushPop,96064,24400,3,32021.3,32064.0,31904,32096,102.9,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/7/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl74_5,PushPop,96032,24990,3,32010.7,32000.0,31936,32096,80.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/20/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl100_5,PushPop,95745,23800,3,31915.0,31872.0,31872,32001,74.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/18/mlp/proj/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl96_5,PushPop,95616,24409,3,31872.0,31904.0,31744,31968,115.4,3,1.0,1.0,0.0
TensorRT:LLaMAForCausalLM/transformer/layers/0/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2_GPTAttention_0,PushPop,79392,134738,3,26464.0,18496.0,18080,42816,14162.8,9,3.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/1/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl60_7,PushPop,54304,35900,3,18101.3,18112.0,18016,18176,80.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/16/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl90_7,PushPop,53824,24890,3,17941.3,18240.0,16736,18848,1087.2,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/18/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl94_7,PushPop,51552,23960,3,17184.0,16768.0,16736,18048,748.4,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/15/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl88_7,PushPop,51520,26280,3,17173.3,17184.0,17088,17248,80.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/21/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl100_7,PushPop,51489,26880,3,17163.0,17152.0,17120,17217,49.4,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/0/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl14_2,PushPop,50912,90518,3,16970.7,17024.0,16832,17056,121.2,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/19/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl96_7,PushPop,50816,23570,3,16938.7,16928.0,16928,16960,18.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/7/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl72_7,PushPop,50720,25039,3,16906.7,16928.0,16864,16928,37.0,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/4/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl66_7,PushPop,50529,28710,3,16843.0,16833.0,16768,16928,80.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/9/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl76_7,PushPop,50528,26300,3,16842.7,16896.0,16736,16896,92.4,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/14/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl86_7,PushPop,50433,26380,3,16811.0,16768.0,16736,16929,103.4,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/3/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl64_7,PushPop,50400,25770,3,16800.0,16832.0,16704,16864,84.7,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/6/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl70_7,PushPop,50400,32299,3,16800.0,16864.0,16640,16896,139.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/8/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl74_7,PushPop,50368,27640,3,16789.3,16800.0,16608,16960,176.2,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/17/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl92_7,PushPop,50337,24200,3,16779.0,16737.0,16736,16864,73.6,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/10/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl78_7,PushPop,50273,27110,3,16757.7,16768.0,16737,16768,17.9,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/13/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl84_7,PushPop,50240,26970,3,16746.7,16768.0,16704,16768,37.0,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/5/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl68_7,PushPop,50208,33569,3,16736.0,16736.0,16704,16768,32.0,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/12/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl82_7,PushPop,50176,27399,3,16725.3,16672.0,16640,16864,121.2,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/20/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl98_7,PushPop,50176,25280,3,16725.3,16736.0,16640,16800,80.5,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/11/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl80_7,PushPop,50113,25430,3,16704.3,16736.0,16608,16769,85.0,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/2/attention/qkv/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl62_7,PushPop,49888,24840,3,16629.3,16608.0,16576,16704,66.6,3,1.0,1.0,0.0
myelin-exec:LLaMAForCausalLM/transformer/layers/18/attention/dense/multiply_collect_L518/multiply_collect_L286/multiply_and_lora_L257/matmul_L1103/MATRIX_MULTIPLY_0_myl96_1,PushPop,46369,37460,3,15456.3,13569.0,13504,19296,3325.4,3,1.0,1.0,0.0
