
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
4382,4475,0,1254,1142,1658011.8,1655826.5,194929,3257107,951371.7,206433.3,203599.0,194929,309589,16002.5,1581637.9,1520994.5,1833,3041221,876325.8,12059.8,12032.0,11200,13056,233.0,cudaGraphLaunch,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
4382,4475,0,1254,1140,1645987.4,1643042.5,194929,3244499,949996.3,206433.3,203599.0,194929,309589,16002.5,1567015.3,1523359.5,28474,3023653,874546.5,16554.8,16480.0,16192,18144,317.6,cudaGraphLaunch,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
4382,4475,0,3,3,1363507.0,1464823.0,1150352,1475346,184672.6,3146.7,3000.0,2950,3490,298.4,1175378.0,1276688.0,962093,1287353,184787.2,184982.3,184993.0,184769,185185,208.2,cuLaunchKernelEx,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_fused
4382,4475,0,3,3,1337704.3,1441031.0,1121250,1450832,187519.0,5060.0,4780.0,4670,5730,582.8,1331023.0,1434729.0,1113920,1444420,188079.1,1621.3,1632.0,1600,1632,18.5,cudaLaunchKernel,"void tensorrt_llm::runtime::kernels::<unnamed>::fillBatch<int>(T1 *, const int *, unsigned long, const T1 *)"
4382,4475,0,3,3,1187862.7,1287466.0,978171,1297951,181674.0,3410.0,3220.0,2850,4160,675.4,1182756.7,1282920.0,972315,1293035,182318.0,1696.0,1696.0,1696,1696,0.0,cuLaunchKernel,__myl_AddCastMulMean_0x39303349cfa99d4e8ecf500ebc5698ac_vec
4382,4475,0,3,3,1185580.7,1285934.0,974909,1295899,182515.0,3210.0,2940.0,2860,3830,538.4,1180664.0,1281378.0,969351,1291263,183069.2,1706.7,1696.0,1696,1728,18.5,cuLaunchKernel,__myl_AddSqrtDivMulCastMulAddGath_0xd7779f1f8fa5e1687cc34fff8e958357
4382,4475,0,3,3,1171214.0,1282160.0,930451,1301031,208720.3,6543.3,6780.0,6000,6850,471.8,1162953.3,1273652.0,921905,1293303,208985.1,1717.3,1728.0,1696,1728,18.5,cudaLaunchKernel,"void tensorrt_llm::runtime::kernels::<unnamed>::tileTensor<float>(T1 *, const T1 *, unsigned int, unsigned long, unsigned long, unsigned int)"
4382,4475,0,66,66,608373.6,599173.5,77644,1277073,345912.2,3560.2,3325.0,2900,11310,1363.5,532529.9,523801.5,181,1201991,346127.1,72283.5,72065.0,71425,74656,716.6,cuLaunchKernelEx,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
4382,4475,0,66,66,605505.9,597047.5,70765,1274671,346220.7,3435.6,3180.0,2760,8110,910.1,600621.5,592567.5,62665,1270201,346363.9,1448.7,1440.0,1440,1472,14.4,cuLaunchKernel,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_vec
4382,4475,0,132,131,589608.8,576434.0,19133,1299997,346811.0,4041.5,4015.0,2870,14290,1678.0,566736.6,548600.0,803,1264431,344102.4,23128.1,25520.0,13280,40096,9595.1,cuLaunchKernelEx,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
4382,4475,0,66,65,583956.2,573412.5,22259,1265458,345710.1,3476.7,3210.0,2880,10020,1008.7,572195.3,556444.0,1083,1245301,341467.7,16957.7,16816.0,16576,18848,443.2,cuLaunchKernelEx,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
4382,4475,0,129,129,572859.9,560660.0,11059,1255515,338111.3,3185.8,2930.0,2660,10770,904.8,567397.1,555538.0,911,1250535,338193.4,2277.0,2272.0,2208,2784,66.9,cuLaunchKernel,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_vec
4382,4475,0,66,65,566848.3,555311.0,10342,1244298,345834.6,5191.3,4665.0,4110,16380,1706.8,567910.9,555193.0,663,1236362,341890.2,2360.7,2336.0,2304,2624,76.9,cudaLaunchKernel,"void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm::_v1::kernels::BuildDecoderInfoParams<T1>)"
4382,4475,0,66,66,563944.9,552564.0,8263,1240718,346072.3,3755.2,3545.0,3370,10620,1038.8,557717.5,546441.0,165,1234698,346417.1,2472.3,2464.0,2368,2656,69.8,cudaLaunchKernelExC,"void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)256, (int)64, (bool)0, (bool)0, (bool)0, (bool)0, tensorrt_llm::_v1::kernels::KVBlockArray, (tensorrt_llm::_v1::kernels::RotaryPositionEmbeddingType)2>(tensorrt_llm::_v1::kernels::QKVPreprocessingParams<T1, T9>)"
4382,4475,0,66,66,562300.2,550585.0,8879,1238898,346156.2,3889.4,3515.0,3290,12980,1546.5,554909.2,543715.0,156,1232093,346455.8,3501.6,3488.0,3392,3840,85.1,cudaLaunchKernel,fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl
4382,4475,0,57,0,206433.3,203599.0,194929,309589,16138.3,206433.3,203599.0,194929,309589,16138.3,,,,,0.0,11860.8,11840.0,11584,12320,159.4,cudaGraphLaunch,__myl_GathCastMulMeanAddSqrtDivMulCastMul_0xb83308d3e23a7d52c1f00b93d6c52c8e_com
4382,4475,0,60,60,82359.9,80762.5,60881,101366,11791.7,3622.3,3575.0,3310,4820,250.4,70430.9,69611.5,49033,87157,10910.4,8306.7,7616.0,7488,10336,1022.0,cudaLaunchKernel,tensorrt_llm::_v1::kernels::finalizeKernel(tensorrt_llm::_v1::kernels::BeamHypotheses)
4382,4475,0,60,60,79016.6,78258.5,57652,105178,11333.7,5029.6,4695.0,4100,14799,1366.9,1835.7,1812.0,1519,2207,165.4,72151.2,71168.0,51808,88864,10908.5,cudaLaunchKernel,tensorrt_llm::_v1::kernels::insertUnfinishedPathKernel(tensorrt_llm::_v1::kernels::BeamHypotheses)
4382,4475,0,3,3,42093.3,45072.0,28354,52854,12518.7,3880.0,3660.0,3630,4350,407.3,30981.3,31234.0,23076,38634,7782.1,7232.0,10208.0,928,10560,5462.3,cudaLaunchKernel,"void tensorrt_llm::runtime::kernels::<unnamed>::fill<float>(T1 *, unsigned long, T1)"
4382,4475,0,3,2,30106.7,26635.0,22296,41389,10008.7,19513.3,14710.0,10050,33780,12573.1,421.5,421.5,373,470,68.6,11701.3,11776.0,11552,11776,129.3,cuLaunchKernel,__myl_GathCastMulMeanAddSqrtDivMulCastMul_0xb83308d3e23a7d52c1f00b93d6c52c8e
4382,4475,0,15,15,22499.5,19468.0,6306,44500,14454.9,3879.3,3710.0,3200,6800,874.1,12732.1,5646.0,1444,40050,12887.5,5888.0,2272.0,928,17632,6608.3,cudaLaunchKernel,"void tensorrt_llm::runtime::kernels::<unnamed>::fill<int>(T1 *, unsigned long, T1)"
4382,4475,0,60,59,13324.7,13290.0,12390,16715,644.5,8620.5,8485.0,7410,13960,979.2,753.5,782.0,389,1343,168.5,4030.4,4032.0,3648,4352,115.8,cudaLaunchKernel,tensorrt_llm::_v1::kernels::copyBeamHypotheses(tensorrt_llm::_v1::kernels::CopyBeamHypothesesStruct)
4382,4475,0,60,60,6408.4,6381.5,5659,7300,402.9,3835.5,3780.0,3490,4270,206.8,1493.4,1355.0,863,2163,381.1,1079.5,1088.0,1056,1088,14.3,cudaLaunchKernel,"tensorrt_llm::_v1::kernels::initializeOutput(int *, const int *, int, int)"

