
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_pushpop_sum.py]... 

 ** NVTX Push/Pop Range Summary (nvtx_pushpop_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)    Med (ns)   Min (ns)  Max (ns)  StdDev (ns)                                                 Range                                                
      0.1           211909          3     70636.3     71909.0     59290     80710      10766.6  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/8/attention/qkv/get_weight_L224/get_const…
      0.1           211648          3     70549.3     47100.0     43889    120659      43425.9  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/0/attention/qkv/get_weight_L224/get_const…
      0.1           208808          3     69602.7     70120.0     59779     78909       9575.5  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/5/attention/qkv/get_weight_L224/get_const…
      0.1           208489          3     69496.3     71000.0     61680     75809       7183.5  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/6/attention/qkv/get_weight_L224/get_const…
      0.1           207119          3     69039.7     63750.0     62730     80639      10058.3  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/9/attention/qkv/get_weight_L224/get_const…
      0.1           201490          3     67163.3     68300.0     64140     69050       2645.0  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/15/attention/qkv/get_weight_L224/get_cons…
      0.1           199538          3     66512.7     68310.0     59459     71769       6348.8  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/3/attention/qkv/get_weight_L224/get_const…
      0.1           199249          3     66416.3     63209.0     61860     74180       6757.3  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/19/attention/qkv/get_weight_L224/get_cons…
      0.1           199000          3     66333.3     65410.0     59780     73810       7060.4  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/16/attention/qkv/get_weight_L224/get_cons…
      0.1           196499          3     65499.7     65110.0     58350     73039       7352.2  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/7/attention/qkv/get_weight_L224/get_const…
      0.1           192819          3     64273.0     62690.0     61699     68430       3634.0  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/10/attention/qkv/get_weight_L224/get_cons…
      0.1           192430          3     64143.3     64760.0     59460     68210       4407.5  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/14/attention/qkv/get_weight_L224/get_cons…
      0.1           192389          3     64129.7     61500.0     59110     71779       6731.4  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/20/attention/qkv/get_weight_L224/get_cons…
      0.1           191659          3     63886.3     60849.0     60180     70630       5849.8  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/18/attention/qkv/get_weight_L224/get_cons…
      0.1           187699          3     62566.3     61640.0     58319     67740       4778.3  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/11/attention/qkv/get_weight_L224/get_cons…
      0.1           187030          3     62343.3     58120.0     57090     71820       8223.2  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/21/attention/qkv/get_weight_L224/get_cons…
      0.1           187000          3     62333.3     59100.0     58410     69490       6207.4  TensorRT:{ForeignNode[LLaMAForCausalLM/transformer/layers/17/attention/qkv/get_weight_L224/get_cons…
      0.1           134738          3     44912.7     29340.0     28579     76819      27634.3  TensorRT:LLaMAForCausalLM/transformer/layers/0/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            90518          3     30172.7     20569.0     18630     51319      18338.9  myelin-exec:LLaMAForCausalLM/transformer/layers/0/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            88569          3     29523.0     20090.0     19570     48909      16790.8  TensorRT:LLaMAForCausalLM/transformer/layers/1/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            78320          3     26106.7     13790.0     13620     50910      21480.5  myelin-exec:LLaMAForCausalLM/transformer/layers/0/attention/dense/multiply_collect_L518/multiply_co…
      0.0            68520          3     22840.0     16840.0     12020     39660      14764.6  myelin-exec:__myl_GathCastMulMeanAddSqrtDivMulCastMul_myl14_1                                       
      0.0            67789          3     22596.3     19470.0     19419     28900       5459.2  TensorRT:LLaMAForCausalLM/transformer/layers/13/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            63670          3     21223.3     21170.0     20400     22100        851.3  TensorRT:LLaMAForCausalLM/transformer/layers/14/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            63270          3     21090.0     20550.0     19610     23110       1811.4  TensorRT:LLaMAForCausalLM/transformer/layers/5/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            62590          3     20863.3     21280.0     19210     22100       1489.4  TensorRT:LLaMAForCausalLM/transformer/layers/11/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            62250          3     20750.0     20670.0     20660     20920        147.3  TensorRT:LLaMAForCausalLM/transformer/layers/7/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            62080          3     20693.3     20870.0     18650     22560       1961.0  TensorRT:LLaMAForCausalLM/transformer/layers/18/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            62039          3     20679.7     20570.0     20289     21180        455.5  TensorRT:LLaMAForCausalLM/transformer/layers/21/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            61970          3     20656.7     20930.0     19550     21490        998.5  TensorRT:LLaMAForCausalLM/transformer/layers/4/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            61150          3     20383.3     20520.0     19290     21340       1031.8  TensorRT:LLaMAForCausalLM/transformer/layers/3/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            60400          3     20133.3     19820.0     19640     20940        704.4  TensorRT:LLaMAForCausalLM/transformer/layers/2/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            59490          3     19830.0     19710.0     18720     21060       1174.6  TensorRT:LLaMAForCausalLM/transformer/layers/10/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            59190          3     19730.0     20170.0     18290     20730       1278.1  TensorRT:LLaMAForCausalLM/transformer/layers/17/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            58220          3     19406.7     19350.0     19250     19620        191.4  TensorRT:LLaMAForCausalLM/transformer/layers/19/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            57980          3     19326.7     19510.0     18940     19530        335.0  TensorRT:LLaMAForCausalLM/transformer/layers/16/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            57810          3     19270.0     18420.0     18370     21020       1515.8  TensorRT:LLaMAForCausalLM/transformer/layers/8/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            57530          3     19176.7     18950.0     18490     20090        823.7  TensorRT:LLaMAForCausalLM/transformer/layers/12/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            57460          3     19153.3     19050.0     18840     19570        375.8  TensorRT:LLaMAForCausalLM/transformer/layers/6/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            57020          3     19006.7     19010.0     18190     19820        815.0  TensorRT:LLaMAForCausalLM/transformer/layers/9/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V2…
      0.0            56369          3     18789.7     18730.0     18570     19069        254.8  TensorRT:LLaMAForCausalLM/transformer/layers/15/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            56219          3     18739.7     18630.0     18350     19239        454.5  TensorRT:LLaMAForCausalLM/transformer/layers/20/attention/wrapper_L551/gpt_attention_L6006/PLUGIN_V…
      0.0            52440          3     17480.0     19290.0     11450     21700       5359.4  myelin-exec:LLaMAForCausalLM/transformer/layers/1/attention/dense/multiply_collect_L518/multiply_co…
      0.0            50100          3     16700.0     13700.0     11610     24790       7083.7  myelin-exec:LLaMAForCausalLM/transformer/layers/3/attention/dense/multiply_collect_L518/multiply_co…
      0.0            46590          3     15530.0      9870.0      9780     26940       9881.5  myelin-exec:__mye1979+__mye1967_myl60_3                                                             
      0.0            41450          3     13816.7     14560.0     11810     15080       1757.2  myelin-exec:LLaMAForCausalLM/transformer/layers/7/attention/dense/multiply_collect_L518/multiply_co…
      0.0            41030          3     13676.7     14670.0     10720     15640       2606.1  myelin-exec:LLaMAForCausalLM/transformer/layers/15/attention/dense/multiply_collect_L518/multiply_c…
      0.0            40260          3     13420.0     13870.0     12290     14100        985.3  myelin-exec:LLaMAForCausalLM/transformer/layers/14/attention/dense/multiply_collect_L518/multiply_c…
      0.0            39940          3     13313.3     14020.0     11880     14040       1241.3  myelin-exec:LLaMAForCausalLM/transformer/layers/11/attention/dense/multiply_collect_L518/multiply_c…
      0.0            39609          3     13203.0     13510.0     12389     13710        712.0  myelin-exec:LLaMAForCausalLM/transformer/layers/2/attention/dense/multiply_collect_L518/multiply_co…
      0.0            39550          3     13183.3     12650.0     11350     15550       2150.2  myelin-exec:LLaMAForCausalLM/transformer/layers/12/attention/dense/multiply_collect_L518/multiply_c…
      0.0            39160          3     13053.3     13090.0     12000     14070       1035.5  myelin-exec:LLaMAForCausalLM/transformer/layers/4/attention/dense/multiply_collect_L518/multiply_co…
      0.0            39130          3     13043.3     11890.0     11430     15810       2407.0  myelin-exec:LLaMAForCausalLM/transformer/layers/8/attention/dense/multiply_collect_L518/multiply_co…
      0.0            38990          3     12996.7     10640.0      8570     19780       5965.0  myelin-exec:__mye1979+__mye1967_myl82_3                                                             
      0.0            38940          3     12980.0     12880.0     12170     13890        864.3  myelin-exec:LLaMAForCausalLM/transformer/layers/5/attention/dense/multiply_collect_L518/multiply_co…
      0.0            37780          3     12593.3     12610.0     11620     13550        965.1  myelin-exec:LLaMAForCausalLM/transformer/layers/6/attention/dense/multiply_collect_L518/multiply_co…
      0.0            37740          3     12580.0     11990.0     11850     13900       1145.3  myelin-exec:LLaMAForCausalLM/transformer/layers/21/attention/dense/multiply_collect_L518/multiply_c…
      0.0            37460          3     12486.7     12310.0     12040     13110        556.4  myelin-exec:LLaMAForCausalLM/transformer/layers/13/attention/dense/multiply_collect_L518/multiply_c…
      0.0            37460          3     12486.7     11630.0     10590     15240       2440.5  myelin-exec:LLaMAForCausalLM/transformer/layers/18/attention/dense/multiply_collect_L518/multiply_c…
      0.0            37250          3     12416.7     11530.0     11340     14380       1702.9  myelin-exec:LLaMAForCausalLM/transformer/layers/16/attention/dense/multiply_collect_L518/multiply_c…
      0.0            37119          3     12373.0     11959.0     11830     13330        831.3  myelin-exec:LLaMAForCausalLM/transformer/layers/17/attention/dense/multiply_collect_L518/multiply_c…
      0.0            36480          3     12160.0     11480.0     11400     13600       1247.7  myelin-exec:LLaMAForCausalLM/transformer/layers/19/attention/dense/multiply_collect_L518/multiply_c…
      0.0            36300          3     12100.0     11140.0     10900     14260       1874.5  myelin-exec:LLaMAForCausalLM/transformer/layers/20/attention/dense/multiply_collect_L518/multiply_c…
      0.0            35900          3     11966.7      9160.0      7640     19100       6224.2  myelin-exec:LLaMAForCausalLM/transformer/layers/1/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            35720          3     11906.7     11910.0     11490     12320        415.0  myelin-exec:LLaMAForCausalLM/transformer/layers/9/attention/dense/multiply_collect_L518/multiply_co…
      0.0            35660          3     11886.7     11950.0     11430     12280        428.5  myelin-exec:LLaMAForCausalLM/transformer/layers/10/attention/dense/multiply_collect_L518/multiply_c…
      0.0            33569          3     11189.7     10180.0      7389     16000       4393.4  myelin-exec:LLaMAForCausalLM/transformer/layers/5/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            32299          3     10766.3     10390.0      7430     14479       3539.5  myelin-exec:LLaMAForCausalLM/transformer/layers/6/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            32010          3     10670.0     11170.0      8840     12000       1638.3  myelin-exec:__mye1979+__mye1967_myl66_3                                                             
      0.0            31950          3     10650.0      7830.0      7780     16340       4927.7  myelin-exec:LLaMAForCausalLM/transformer/layers/0/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            31410          3     10470.0     10710.0      8930     11770       1435.1  myelin-exec:__mye1979+__mye1967_myl74_3                                                             
      0.0            31320          3     10440.0     11090.0      9070     11160       1187.0  myelin-exec:__mye1979+__mye1967_myl68_3                                                             
      0.0            31150          3     10383.3     10720.0      9380     11050        884.4  myelin-exec:__mye1979+__mye1967_myl84_3                                                             
      0.0            31119          3     10373.0      9560.0      8389     13170       2492.0  myelin-exec:__mye1979+__mye1967_myl62_3                                                             
      0.0            30950          3     10316.7     10640.0      8600     11710       1580.0  myelin-exec:__mye1979+__mye1967_myl64_3                                                             
      0.0            29910          3      9970.0     10210.0      9270     10430        616.1  myelin-exec:__mye1979+__mye1967_myl88_3                                                             
      0.0            29650          3      9883.3      9790.0      8990     10870        943.5  myelin-exec:__mye2071+__mye2059_myl102_3                                                            
      0.0            29630          3      9876.7     10150.0      8850     10630        920.9  myelin-exec:__mye1979+__mye1967_myl72_3                                                             
      0.0            29570          3      9856.7      9380.0      8770     11420       1387.8  myelin-exec:__mye1979+__mye1967_myl90_3                                                             
      0.0            29550          3      9850.0      9110.0      9060     11380       1325.3  myelin-exec:__mye1979+__mye1967_myl94_3                                                             
      0.0            29410          3      9803.3     10080.0      8770     10560        926.5  myelin-exec:__mye1979+__mye1967_myl86_3                                                             
      0.0            29400          3      9800.0     10340.0      8450     10610       1176.9  myelin-exec:__mye1979+__mye1967_myl70_3                                                             
      0.0            29190          3      9730.0      8820.0      8400     11970       1951.2  myelin-exec:__mye1979+__mye1967_myl98_3                                                             
      0.0            29070          3      9690.0      9250.0      9020     10800        968.1  myelin-exec:__mye1979+__mye1967_myl76_3                                                             
      0.0            28980          3      9660.0      9670.0      8530     10780       1125.0  myelin-exec:__mye1979+__mye1967_myl80_3                                                             
      0.0            28710          3      9570.0      9780.0      7820     11110       1655.0  myelin-exec:LLaMAForCausalLM/transformer/layers/4/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            28040          3      9346.7      8640.0      8560     10840       1293.9  myelin-exec:__mye1979+__mye1967_myl92_3                                                             
      0.0            27640          3      9213.3      9750.0      7960      9930       1089.1  myelin-exec:LLaMAForCausalLM/transformer/layers/8/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            27600          3      9200.0      9230.0      8050     10320       1135.3  myelin-exec:__mye1979+__mye1967_myl96_3                                                             
      0.0            27399          3      9133.0      9650.0      7540     10209       1407.6  myelin-exec:LLaMAForCausalLM/transformer/layers/12/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            27110          3      9036.7      9340.0      7800      9970       1116.3  myelin-exec:LLaMAForCausalLM/transformer/layers/10/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            26970          3      8990.0      8740.0      7440     10790       1688.9  myelin-exec:LLaMAForCausalLM/transformer/layers/13/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            26910          3      8970.0      8370.0      8120     10420       1261.9  myelin-exec:__mye1979+__mye1967_myl100_3                                                            
      0.0            26880          3      8960.0      7940.0      7260     11680       2380.0  myelin-exec:LLaMAForCausalLM/transformer/layers/21/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            26640          3      8880.0      8530.0      8430      9680        694.6  myelin-exec:__mye1979+__mye1967_myl78_3                                                             
      0.0            26530          3      8843.3      9510.0      7250      9770       1386.0  myelin-exec:LLaMAForCausalLM/transformer/layers/11/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            26380          3      8793.3      9410.0      7400      9570       1209.3  myelin-exec:LLaMAForCausalLM/transformer/layers/14/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            26300          3      8766.7      8240.0      8090      9970       1044.8  myelin-exec:LLaMAForCausalLM/transformer/layers/9/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            26280          3      8760.0      8890.0      7870      9520        832.6  myelin-exec:LLaMAForCausalLM/transformer/layers/15/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            25770          3      8590.0      8700.0      7430      9640       1109.1  myelin-exec:LLaMAForCausalLM/transformer/layers/3/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            25480          3      8493.3      8440.0      7900      9140        621.7  myelin-exec:LLaMAForCausalLM/transformer/layers/4/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            25430          3      8476.7      8500.0      7350      9580       1115.2  myelin-exec:LLaMAForCausalLM/transformer/layers/11/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            25320          3      8440.0      7900.0      7650      9770       1158.6  myelin-exec:LLaMAForCausalLM/transformer/layers/3/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            25280          3      8426.7      7600.0      7300     10380       1698.3  myelin-exec:LLaMAForCausalLM/transformer/layers/20/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            25140          3      8380.0      8050.0      7910      9180        696.3  myelin-exec:LLaMAForCausalLM/transformer/layers/17/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            25060          3      8353.3      8260.0      7670      9130        734.5  myelin-exec:LLaMAForCausalLM/transformer/layers/12/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            25039          3      8346.3      8050.0      7600      9389        930.6  myelin-exec:LLaMAForCausalLM/transformer/layers/7/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            24990          3      8330.0      8700.0      7410      8880        801.8  myelin-exec:LLaMAForCausalLM/transformer/layers/7/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            24890          3      8296.7      7560.0      7180     10150       1616.2  myelin-exec:LLaMAForCausalLM/transformer/layers/16/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            24880          3      8293.3      7650.0      7580      9650       1175.4  myelin-exec:LLaMAForCausalLM/transformer/layers/19/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            24840          3      8280.0      7550.0      7480      9810       1325.5  myelin-exec:LLaMAForCausalLM/transformer/layers/2/attention/qkv/multiply_collect_L286/multiply_and_…
      0.0            24550          3      8183.3      7960.0      7950      8640        395.5  myelin-exec:LLaMAForCausalLM/transformer/layers/14/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            24500          3      8166.7      8060.0      7760      8680        469.2  myelin-exec:LLaMAForCausalLM/transformer/layers/16/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            24480          3      8160.0      7750.0      7480      9250        953.6  myelin-exec:LLaMAForCausalLM/transformer/layers/15/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            24409          3      8136.3      8150.0      7859      8400        270.8  myelin-exec:LLaMAForCausalLM/transformer/layers/18/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            24400          3      8133.3      8470.0      7230      8700        790.7  myelin-exec:LLaMAForCausalLM/transformer/layers/5/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            24219          3      8073.0      7770.0      7390      9059        874.8  myelin-exec:LLaMAForCausalLM/transformer/layers/2/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            24200          3      8066.7      7600.0      7550      9050        852.0  myelin-exec:LLaMAForCausalLM/transformer/layers/17/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            24079          3      8026.3      7959.0      7270      8850        792.1  myelin-exec:LLaMAForCausalLM/transformer/layers/9/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            24000          3      8000.0      7780.0      7620      8600        525.7  myelin-exec:LLaMAForCausalLM/transformer/layers/6/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            23960          3      7986.7      7600.0      7410      8950        839.7  myelin-exec:LLaMAForCausalLM/transformer/layers/18/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            23960          3      7986.7      7760.0      7550      8650        584.0  myelin-exec:LLaMAForCausalLM/transformer/layers/21/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            23809          3      7936.3      8159.0      7330      8320        531.2  myelin-exec:LLaMAForCausalLM/transformer/layers/8/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            23800          3      7933.3      7480.0      7390      8930        864.3  myelin-exec:LLaMAForCausalLM/transformer/layers/20/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            23730          3      7910.0      8160.0      7230      8340        595.7  myelin-exec:LLaMAForCausalLM/transformer/layers/13/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            23570          3      7856.7      7350.0      7290      8930        930.0  myelin-exec:LLaMAForCausalLM/transformer/layers/19/attention/qkv/multiply_collect_L286/multiply_and…
      0.0            23510          3      7836.7      7660.0      7310      8540        633.7  myelin-exec:LLaMAForCausalLM/transformer/layers/1/mlp/proj/multiply_collect_L518/multiply_collect_L…
      0.0            22970          3      7656.7      7450.0      7440      8080        366.7  myelin-exec:LLaMAForCausalLM/transformer/layers/10/mlp/proj/multiply_collect_L518/multiply_collect_…
      0.0            22380          3      7460.0      6870.0      6230      9280       1608.3  myelin-exec:__myl_FcCast_myl102_8                                                                   
      0.0            21500          3      7166.7      4950.0      4910     11640       3874.1  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl60_2                                        
      0.0            20830          3      6943.3      4660.0      4170     12000       4386.0  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl102_2                                       
      0.0            17670          3      5890.0      4440.0      4140      9090       2775.3  myelin-exec:__myl_SiluMul_myl60_4                                                                   
      0.0            16910          3      5636.7      4230.0      3580      9100       3016.9  myelin-exec:__myl_SiluMul_myl72_4                                                                   
      0.0            16570          3      5523.3      5070.0      3720      7780       2067.6  myelin-exec:__myl_SiluMul_myl96_4                                                                   
      0.0            15950          3      5316.7      4910.0      4490      6550       1088.5  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl62_2                                        
      0.0            15450          3      5150.0      3960.0      3940      7550       2078.5  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl76_6                                        
      0.0            15450          3      5150.0      5320.0      4140      5990        936.6  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl84_2                                        
      0.0            15280          3      5093.3      5490.0      4210      5580        766.3  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl66_2                                        
      0.0            15060          3      5020.0      3830.0      3830      7400       2061.1  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl60_6                                        
      0.0            14920          3      4973.3      4950.0      4120      5850        865.2  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl76_2                                        
      0.0            14830          3      4943.3      4810.0      4410      5610        611.0  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl70_2                                        
      0.0            14680          3      4893.3      4780.0      4630      5270        334.7  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl88_2                                        
      0.0            14660          3      4886.7      4620.0      4480      5560        587.3  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl82_2                                        
      0.0            14180          3      4726.7      4600.0      4430      5150        376.3  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl90_2                                        
      0.0            13960          3      4653.3      4410.0      4400      5150        430.2  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl80_2                                        
      0.0            13940          3      4646.7      4740.0      4160      5040        447.4  myelin-exec:__myl_SiluMul_myl82_4                                                                   
      0.0            13920          3      4640.0      4440.0      4230      5250        538.6  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl86_2                                        
      0.0            13910          3      4636.7      4810.0      4000      5100        570.1  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl72_2                                        
      0.0            13890          3      4630.0      4660.0      4350      4880        266.3  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl68_2                                        
      0.0            13720          3      4573.3      4680.0      4220      4820        313.9  myelin-exec:__myl_SiluMul_myl66_4                                                                   
      0.0            13690          3      4563.3      4590.0      4180      4920        370.7  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl78_2                                        
      0.0            13690          3      4563.3      4260.0      3930      5500        827.8  myelin-exec:__myl_AddCastMulMean_myl102_6                                                           
      0.0            13670          3      4556.7      4260.0      4120      5290        638.9  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl94_2                                        
      0.0            13600          3      4533.3      4570.0      4110      4920        406.2  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl64_2                                        
      0.0            13570          3      4523.3      4150.0      4050      5370        734.9  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl92_2                                        
      0.0            13350          3      4450.0      4370.0      3950      5030        544.4  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl96_2                                        
      0.0            13320          3      4440.0      4460.0      4140      4720        290.5  myelin-exec:__myl_AddCastMulMeanAddSqrtDivMulCastMul_myl74_2                                        
      0.0            13310          3      4436.7      4580.0      3900      4830        481.3  myelin-exec:__myl_SiluMul_myl68_4                                                                   
