
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_gpu_proj_sum.py]... 
Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
"TensorRT-LLM:[Executor] _forward_step 391: 0 ctx reqs, 1 gen reqs",PushPop,424774,806312,1,424774.0,424774.0,424774,424774,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 285: 0 ctx reqs, 1 gen reqs",PushPop,418789,839083,1,418789.0,418789.0,418789,418789,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 195: 0 ctx reqs, 1 gen reqs",PushPop,416805,810683,1,416805.0,416805.0,416805,416805,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 299: 0 ctx reqs, 1 gen reqs",PushPop,411269,808953,1,411269.0,411269.0,411269,411269,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 302: 0 ctx reqs, 1 gen reqs",PushPop,411109,824543,1,411109.0,411109.0,411109,411109,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 279: 0 ctx reqs, 1 gen reqs",PushPop,410789,816973,1,410789.0,410789.0,410789,410789,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 308: 0 ctx reqs, 1 gen reqs",PushPop,406757,820903,1,406757.0,406757.0,406757,406757,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 305: 0 ctx reqs, 1 gen reqs",PushPop,406085,808363,1,406085.0,406085.0,406085,406085,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 198: 0 ctx reqs, 1 gen reqs",PushPop,405670,798363,1,405670.0,405670.0,405670,405670,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 339: 0 ctx reqs, 1 gen reqs",PushPop,405061,807872,1,405061.0,405061.0,405061,405061,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 347: 0 ctx reqs, 1 gen reqs",PushPop,404421,808333,1,404421.0,404421.0,404421,404421,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 206: 0 ctx reqs, 1 gen reqs",PushPop,403237,834372,1,403237.0,403237.0,403237,403237,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 382: 0 ctx reqs, 1 gen reqs",PushPop,402917,779893,1,402917.0,402917.0,402917,402917,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 395: 0 ctx reqs, 1 gen reqs",PushPop,402789,823393,1,402789.0,402789.0,402789,402789,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 124: 0 ctx reqs, 1 gen reqs",PushPop,402501,806883,1,402501.0,402501.0,402501,402501,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 349: 0 ctx reqs, 1 gen reqs",PushPop,402342,808253,1,402342.0,402342.0,402342,402342,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 322: 0 ctx reqs, 1 gen reqs",PushPop,402213,812633,1,402213.0,402213.0,402213,402213,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 275: 0 ctx reqs, 1 gen reqs",PushPop,399973,798763,1,399973.0,399973.0,399973,399973,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 204: 0 ctx reqs, 1 gen reqs",PushPop,398821,823243,1,398821.0,398821.0,398821,398821,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 278: 0 ctx reqs, 1 gen reqs",PushPop,396517,810173,1,396517.0,396517.0,396517,396517,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 220: 0 ctx reqs, 1 gen reqs",PushPop,395429,802463,1,395429.0,395429.0,395429,395429,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 283: 0 ctx reqs, 1 gen reqs",PushPop,395237,812733,1,395237.0,395237.0,395237,395237,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 162: 0 ctx reqs, 1 gen reqs",PushPop,395109,800443,1,395109.0,395109.0,395109,395109,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs",PushPop,391621,821553,1,391621.0,391621.0,391621,391621,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 385: 0 ctx reqs, 1 gen reqs",PushPop,391333,807233,1,391333.0,391333.0,391333,391333,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 317: 0 ctx reqs, 1 gen reqs",PushPop,389765,797913,1,389765.0,389765.0,389765,389765,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 290: 0 ctx reqs, 1 gen reqs",PushPop,388933,813613,1,388933.0,388933.0,388933,388933,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 173: 0 ctx reqs, 1 gen reqs",PushPop,387941,792503,1,387941.0,387941.0,387941,387941,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 396: 0 ctx reqs, 1 gen reqs",PushPop,387749,799013,1,387749.0,387749.0,387749,387749,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 88: 0 ctx reqs, 1 gen reqs",PushPop,383972,796473,1,383972.0,383972.0,383972,383972,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 338: 0 ctx reqs, 1 gen reqs",PushPop,382373,808403,1,382373.0,382373.0,382373,382373,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 77: 0 ctx reqs, 1 gen reqs",PushPop,382149,788263,1,382149.0,382149.0,382149,382149,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 165: 0 ctx reqs, 1 gen reqs",PushPop,379749,792703,1,379749.0,379749.0,379749,379749,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 390: 0 ctx reqs, 1 gen reqs",PushPop,378661,823592,1,378661.0,378661.0,378661,378661,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 365: 0 ctx reqs, 1 gen reqs",PushPop,378021,806063,1,378021.0,378021.0,378021,378021,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs",PushPop,377668,792123,1,377668.0,377668.0,377668,377668,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 351: 0 ctx reqs, 1 gen reqs",PushPop,377541,801523,1,377541.0,377541.0,377541,377541,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 218: 0 ctx reqs, 1 gen reqs",PushPop,377317,794073,1,377317.0,377317.0,377317,377317,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 348: 0 ctx reqs, 1 gen reqs",PushPop,375365,815352,1,375365.0,375365.0,375365,375365,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 201: 0 ctx reqs, 1 gen reqs",PushPop,374565,804343,1,374565.0,374565.0,374565,374565,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 343: 0 ctx reqs, 1 gen reqs",PushPop,373797,812413,1,373797.0,373797.0,373797,373797,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 284: 0 ctx reqs, 1 gen reqs",PushPop,371652,801323,1,371652.0,371652.0,371652,371652,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 80: 0 ctx reqs, 1 gen reqs",PushPop,371557,803613,1,371557.0,371557.0,371557,371557,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 291: 0 ctx reqs, 1 gen reqs",PushPop,371173,812093,1,371173.0,371173.0,371173,371173,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 134: 0 ctx reqs, 1 gen reqs",PushPop,369093,794093,1,369093.0,369093.0,369093,369093,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 184: 0 ctx reqs, 1 gen reqs",PushPop,368645,809393,1,368645.0,368645.0,368645,368645,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 387: 0 ctx reqs, 1 gen reqs",PushPop,368645,801043,1,368645.0,368645.0,368645,368645,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 233: 0 ctx reqs, 1 gen reqs",PushPop,368325,944932,1,368325.0,368325.0,368325,368325,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 289: 0 ctx reqs, 1 gen reqs",PushPop,368196,813533,1,368196.0,368196.0,368196,368196,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 376: 0 ctx reqs, 1 gen reqs",PushPop,367877,808653,1,367877.0,367877.0,367877,367877,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 310: 0 ctx reqs, 1 gen reqs",PushPop,365189,812972,1,365189.0,365189.0,365189,365189,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 151: 0 ctx reqs, 1 gen reqs",PushPop,365029,803743,1,365029.0,365029.0,365029,365029,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 350: 0 ctx reqs, 1 gen reqs",PushPop,364933,803832,1,364933.0,364933.0,364933,364933,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 71: 0 ctx reqs, 1 gen reqs",PushPop,364933,810793,1,364933.0,364933.0,364933,364933,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 159: 0 ctx reqs, 1 gen reqs",PushPop,363556,779223,1,363556.0,363556.0,363556,363556,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 277: 0 ctx reqs, 1 gen reqs",PushPop,363301,813513,1,363301.0,363301.0,363301,363301,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 215: 0 ctx reqs, 1 gen reqs",PushPop,362405,785873,1,362405.0,362405.0,362405,362405,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 137: 0 ctx reqs, 1 gen reqs",PushPop,362404,813933,1,362404.0,362404.0,362404,362404,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 67: 0 ctx reqs, 1 gen reqs",PushPop,361445,788623,1,361445.0,361445.0,361445,361445,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 176: 0 ctx reqs, 1 gen reqs",PushPop,360260,790023,1,360260.0,360260.0,360260,360260,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 346: 0 ctx reqs, 1 gen reqs",PushPop,360036,808783,1,360036.0,360036.0,360036,360036,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 69: 0 ctx reqs, 1 gen reqs",PushPop,359588,800213,1,359588.0,359588.0,359588,359588,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs",PushPop,359301,810243,1,359301.0,359301.0,359301,359301,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 334: 0 ctx reqs, 1 gen reqs",PushPop,358821,797233,1,358821.0,358821.0,358821,358821,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 90: 0 ctx reqs, 1 gen reqs",PushPop,358820,793663,1,358820.0,358820.0,358820,358820,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 72: 0 ctx reqs, 1 gen reqs",PushPop,357381,812253,1,357381.0,357381.0,357381,357381,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 287: 0 ctx reqs, 1 gen reqs",PushPop,356741,804753,1,356741.0,356741.0,356741,356741,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 323: 0 ctx reqs, 1 gen reqs",PushPop,356229,810103,1,356229.0,356229.0,356229,356229,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 359: 0 ctx reqs, 1 gen reqs",PushPop,356004,802103,1,356004.0,356004.0,356004,356004,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 135: 0 ctx reqs, 1 gen reqs",PushPop,355108,806823,1,355108.0,355108.0,355108,355108,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 301: 0 ctx reqs, 1 gen reqs",PushPop,354468,820913,1,354468.0,354468.0,354468,354468,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 389: 0 ctx reqs, 1 gen reqs",PushPop,353860,803493,1,353860.0,353860.0,353860,353860,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 199: 0 ctx reqs, 1 gen reqs",PushPop,353509,802643,1,353509.0,353509.0,353509,353509,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 364: 0 ctx reqs, 1 gen reqs",PushPop,353316,791853,1,353316.0,353316.0,353316,353316,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 154: 0 ctx reqs, 1 gen reqs",PushPop,352293,807382,1,352293.0,352293.0,352293,352293,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 107: 0 ctx reqs, 1 gen reqs",PushPop,351716,791113,1,351716.0,351716.0,351716,351716,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 392: 0 ctx reqs, 1 gen reqs",PushPop,349797,795053,1,349797.0,349797.0,349797,349797,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 68: 0 ctx reqs, 1 gen reqs",PushPop,349540,785463,1,349540.0,349540.0,349540,349540,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 282: 0 ctx reqs, 1 gen reqs",PushPop,348548,814343,1,348548.0,348548.0,348548,348548,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 288: 0 ctx reqs, 1 gen reqs",PushPop,348260,813892,1,348260.0,348260.0,348260,348260,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 214: 0 ctx reqs, 1 gen reqs",PushPop,348197,821923,1,348197.0,348197.0,348197,348197,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 297: 0 ctx reqs, 1 gen reqs",PushPop,348101,803223,1,348101.0,348101.0,348101,348101,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 70: 0 ctx reqs, 1 gen reqs",PushPop,347940,811582,1,347940.0,347940.0,347940,347940,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 141: 0 ctx reqs, 1 gen reqs",PushPop,347524,794023,1,347524.0,347524.0,347524,347524,0.0,13,13.0,1.0,1.0
