
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
      1.7         10895463       9504    1146.4    1152.0      1120      1312         14.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, …
      1.5          9597784        132   72710.5   72545.0     71425     74177        779.9  ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn                                          
      1.2          7721114       1528    5053.1    5248.0      1568      5536        839.4  at::native::mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)                       
      1.0          6748468       3245    2079.7    1920.0      1664      3425        440.8  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      1.0          6329033       3036    2084.7    2016.0      1664      3040        261.2  void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsi…
      0.9          5888586        308   19118.8   19136.0     17472     24641        613.3  ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn                                           
      0.5          3436900       1528    2249.3    2272.0      1760      2528        110.4  void at::native::mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned…
      0.5          3380391         44   76827.1   69489.0     20704    156194      51328.7  void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsig…
      0.5          3292138       2307    1427.0    1344.0      1216      1920        189.7  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.5          3285986        382    8602.1    8608.0      8288      8832         91.1  void at::native::<unnamed>::cunn_SoftMaxForward<(int)4, float, float, float, at::native::<unnamed>:…
      0.5          3162702       1528    2069.8    2048.0      1824      2176         62.4  void at::native::mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, (int)1>(at::cud…
      0.4          2296765       1518    1513.0    1472.0      1152      2112        293.2  silu_and_mul_kernel                                                                                 
      0.3          1853564        764    2426.1    2400.0      2112      2592        111.4  void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyKernel<at_cuda_detail::cub::detail::s…
      0.3          1701770        176    9669.1   10080.0      7040     12832       2404.5  void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat…
      0.2          1565403        382    4097.9    4128.0      3296      4320        166.8  void at::native::mbtopk::gatherTopK<float, unsigned int, (int)1>(at::cuda::detail::TensorInfo<const…
      0.2          1496497        836    1790.1    1760.0      1376      2464        313.2  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv…
      0.2          1395732        743    1878.5    1664.0      1280      2560        569.8  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.2          1390449        382    3639.9    3648.0      3488      3776         32.1  void at::native::bitonicSortKVInPlace<(int)-2, (int)-1, (int)16, (int)16, float, long, at::native::…
      0.2          1215855        382    3182.9    3264.0      2432      3425        244.8  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.2          1143472        764    1496.7    1472.0      1248      1888        144.2  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.2          1136211        722    1573.7    1616.0      1376      1888        170.6  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.2           997136        764    1305.2    1312.0      1248      1345         29.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
      0.1           944684        764    1236.5    1248.0      1120      1440         84.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at…
      0.1           934572        382    2446.5    2496.0      1600      2592        187.6  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           896430        764    1173.3    1216.0      1088      1376         70.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at…
      0.1           886793        382    2321.4    2304.0      2048      2432         29.1  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrappe…
      0.1           853830        382    2235.2    2272.0      1504      2305        162.9  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           847946        881     962.5     960.0       896      1600         77.9  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<ch…
      0.1           843020        382    2206.9    2208.0      2112      2272         17.6  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_copy_kernel_impl…
      0.1           772525        828     933.0     928.0       896      1280         25.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.1           759527        382    1988.3    1984.0      1632      2048         32.3  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::…
      0.1           744711        221    3369.7    3392.0      3136      3488         74.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.1           710503        520    1366.4    1408.0      1088      1824        109.3  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(…
      0.1           706763        382    1850.2    1856.0      1632      2016         46.2  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.1           705255        764     923.1     928.0       896       960         18.4  void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::cub::Reduc…
      0.1           658860        382    1724.8    1728.0      1472      1824         55.0  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.1           658467        382    1723.7    1728.0      1504      1792         33.6  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.1           568582        382    1488.4    1504.0      1216      1536         70.4  void at::native::mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsig…
      0.1           549737        229    2400.6    2400.0      2176      2848         90.6  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.1           536263        382    1403.8    1408.0      1312      1536         29.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
      0.1           527588        382    1381.1    1376.0      1184      1409         27.5  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.1           520452        382    1362.4    1376.0      1344      1408         16.5  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           513221        382    1343.5    1344.0      1280      1377         20.3  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           511017        382    1337.7    1344.0      1280      1408         27.2  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_fill_kernel_impl…
      0.1           509859        382    1334.7    1344.0      1312      1376         17.6  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           490119        507     966.7     960.0       896      1504         78.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<cha…
      0.1           474023        382    1240.9    1248.0      1216      1280         14.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at:…
      0.1           462951        382    1211.9    1216.0      1088      1344         28.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array…
      0.1           448775        385    1165.6    1152.0      1120      1185         16.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, …
      0.1           439496        382    1150.5    1152.0      1120      1184         12.8  void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, …
      0.1           406851        382    1065.1    1056.0      1024      1089         14.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.1           370979        232    1599.0    1600.0      1408      1760         55.5  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
      0.1           360801        384     939.6     928.0       896       960         15.6  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.1           357576        383     933.6     928.0       896       960         13.8  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.1           342948        382     897.8     896.0       864       928         12.0  void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)                             
      0.0           298820        232    1288.0    1280.0      1120      1440         44.1  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
      0.0           213986        232     922.4     928.0       896       960         14.2  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
      0.0           159840         69    2316.5    2304.0      2048      2592         97.1  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0           136928         69    1984.5    1920.0      1664      2368        182.6  void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int…
      0.0           115329         69    1671.4    1664.0      1376      1760         60.2  void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<long, long, long, at::native…
      0.0           114978         69    1666.3    1664.0      1376      1824         59.9  void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<long>, std::array<char *, …
      0.0           105217         69    1524.9    1504.0      1376      1664         68.7  void at::native::unrolled_elementwise_kernel<at::native::AUnaryFunctor<long, long, long, at::native…
      0.0            89024         69    1290.2    1248.0      1216      1440         64.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, …
      0.0            85666         52    1647.4    1632.0      1280      2336        228.2  void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, lon…
      0.0            82849         69    1200.7    1216.0      1152      1248         18.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::Tens…
      0.0            80386         25    3215.4    3360.0      1824      5024        970.9  void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2…
      0.0            68448         69     992.0     992.0       960      1024         15.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std:…
      0.0            29824         22    1355.6    1344.0      1312      1504         46.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…
      0.0            26529         22    1205.9    1216.0      1152      1248         24.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
      0.0            25440         21    1211.4    1216.0      1184      1216         11.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at:…
      0.0            20864         22     948.4     928.0       896      1504        125.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned int>, std::…
      0.0             4992          4    1248.0    1248.0      1184      1312         73.9  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::arra…
      0.0             3776          3    1258.7    1280.0      1184      1312         66.6  void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::where_kernel_impl(at:…
      0.0             3520          2    1760.0    1760.0      1568      1952        271.5  void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(…
      0.0             1824          1    1824.0    1824.0      1824      1824          0.0  void compute_cuda_kernel<long>(const T1 *, const long *, T1 *, long, long)                          
      0.0             1504          1    1504.0    1504.0      1504      1504          0.0  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.0             1248          1    1248.0    1248.0      1248      1248          0.0  void at::native::roll_cuda_kernel<long>(const T1 *, T1 *, long, long, long, long, long, long)       
      0.0             1248          1    1248.0    1248.0      1248      1248          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::neg_kernel_cuda(at::TensorIterat…
      0.0             1184          1    1184.0    1184.0      1184      1184          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(a…

