
NOTICE: Existing SQLite export found: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite
        It is assumed file was previously exported from: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_kern_sum.py]... 

 ** NVTX Range Kernel Summary (nvtx_kern_sum):

                            NVTX Range                               Style   PID   TID   NVTX Inst  Kern Inst  Total Time (ns)  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                              Kernel Name                                             
 TensorRT-LLM:[Executor] _forward_step 100: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             2432    2432.0    2432.0      2432      2432          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 100: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          2             2368    1184.0    1184.0      1152      1216         45.3  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 100: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:[Executor] _forward_step 100: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1344    1344.0    1344.0      1344      1344          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 100: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1312    1312.0    1312.0      1312      1312          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 100: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1              896     896.0     896.0       896       896          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3008    3008.0    3008.0      3008      3008          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 103: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 104: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 105: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 106: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 107: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 108: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 109: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 110: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 111: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 112: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 113: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 114: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 115: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 116: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 117: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 118: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 119: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1           184738  184738.0  184738.0    184738    184738          0.0  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1         22            78433    3565.1    3552.0      3488      3904         86.4  fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl                            
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1         22            60065    2730.2    2720.0      2688      2816         34.8  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1         22            53921    2451.0    2432.0      2336      2657         89.9  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             3488    3488.0    3488.0      3488      3488          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          2             2496    1248.0    1248.0      1216      1280         45.3  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             2400    2400.0    2400.0      2400      2400          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1536    1536.0    1536.0      1536      1536          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1472    1472.0    1472.0      1472      1472          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1216    1216.0    1216.0      1216      1216          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 120: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1              896     896.0     896.0       896       896          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 121: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             2944    2944.0    2944.0      2944      2944          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 122: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 123: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 124: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 125: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 126: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 127: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 128: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 129: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 130: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 131: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 132: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 133: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 134: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3073    3073.0    3073.0      3073      3073          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 135: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 136: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 137: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 138: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 139: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1           184642  184642.0  184642.0    184642    184642          0.0  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1         22            78721    3578.2    3552.5      3520      3776         62.9  fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl                            
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1         22            59713    2714.2    2720.0      2624      2784         35.2  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1         22            53665    2439.3    2368.5      2368      2656         92.6  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             3392    3392.0    3392.0      3392      3392          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             2432    2432.0    2432.0      2432      2432          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          2             2368    1184.0    1184.0      1152      1216         45.3  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1376    1376.0    1376.0      1376      1376          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1             1376    1376.0    1376.0      1376      1376          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 140: 1 ctx reqs, 0 gen reqs  PushPop  3415  3557          1          1              896     896.0     896.0       896       896          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 141: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3008    3008.0    3008.0      3008      3008          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 142: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 143: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 144: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3232    3232.0    3232.0      3232      3232          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 145: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3137    3137.0    3137.0      3137      3137          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 146: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3200    3200.0    3200.0      3200      3200          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 147: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 148: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 149: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 150: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 151: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 152: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3137    3137.0    3137.0      3137      3137          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 153: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 154: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 155: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 156: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 157: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 158: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 159: 0 ctx reqs, 1 gen reqs  PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1           184546  184546.0  184546.0    184546    184546          0.0  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1         22            78337    3560.8    3552.0      3488      3776         59.4  fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl                            
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1         22            59968    2725.8    2720.0      2624      2848         52.8  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1         22            53824    2446.5    2400.0      2336      2656         93.5  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             3488    3488.0    3488.0      3488      3488          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             2464    2464.0    2464.0      2464      2464          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          2             2368    1184.0    1184.0      1152      1216         45.3  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
