Generating SQLite file /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite from /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.nsys-rep
Processing [/home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
      0.7           135360        100    1353.6    1344.0      1312      1408         16.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
      0.7           133217        100    1332.2    1344.0      1248      1408         53.7  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.7           132963        100    1329.6    1344.0      1216      1376         22.9  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.7           131232        100    1312.3    1312.0      1280      1376         29.3  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.7           130657        100    1306.6    1312.0      1248      1345         19.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_fill_kernel_impl…
      0.7           128962        100    1289.6    1280.0      1248      1345         30.7  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.6           119616        100    1196.2    1184.0      1184      1216         15.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at:…
      0.6           116736        100    1167.4    1152.0      1152      1312         27.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array…
      0.6           111968        100    1119.7    1120.0      1088      1152          7.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, …
      0.6           110660        100    1106.6    1120.0      1088      1121         15.8  void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, …
      0.6           108900        120     907.5     896.0       864       929         17.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<cha…
      0.5           101984        100    1019.8    1024.0       992      1056         14.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.5            89985        100     899.9     896.0       864       928         12.3  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.5            89377        100     893.8     896.0       864       928         14.5  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.4            85729        100     857.3     864.0       832       896         13.9  void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)                             
      0.1            17344          5    3468.8    3488.0      3392      3552         62.4  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.1            12128          5    2425.6    2432.0      2400      2464         26.8  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.1            12000         10    1200.0    1216.0      1152      1280         40.6  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
      0.0             7872          5    1574.4    1568.0      1536      1600         26.8  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
      0.0             6400          5    1280.0    1248.0      1216      1376         64.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
      0.0             5888          5    1177.6    1184.0      1152      1184         14.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at:…
      0.0             4448          5     889.6     896.0       864       896         14.3  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…

