conversation_id	conversation_idx	isl_agg_r9	isl_disagg_r9	isl_match	osl_agg_r9	osl_disagg_r9	cached_agg_r9	cached_disagg_r9	cache_ratio_agg_r9	cache_ratio_disagg_r9	cache_blocks_delta	warm_prefix	unique_agg_r9	unique_disagg_r9	ttft_agg_r9_ms	ttft_disagg_r9_ms	ttft_delta_ms	itl_agg_r9_ms	itl_disagg_r9_ms
aa-rwlt-coding-agent-010	18	31241	31238	false	59	61	30582	30560	0.9789	0.9783	-22	true	659	678	153.347	102.901	-50.445	0.351	2.618
aa-rwlt-coding-agent-010	19	31369	31366	false	53	53	31244	31232	0.9960	0.9957	-12	true	125	134	147.064	95.570	-51.494	0.004	3.228
aa-rwlt-coding-agent-010	20	32887	32884	false	180	162	31372	31360	0.9539	0.9537	-12	true	1515	1524	175.547	123.711	-51.836	2.084	2.365
aa-rwlt-coding-agent-010	21	33306	33303	false	466	490	32890	32864	0.9875	0.9868	-26	true	416	439	151.521	101.555	-49.966	1.798	2.370
aa-rwlt-coding-agent-010	22	33471	33468	false	402	437	33309	33280	0.9952	0.9944	-29	true	162	188	159.061	100.995	-58.066	1.680	2.381
aa-rwlt-coding-agent-010	23	34384	34381	false	335	284	33475	33440	0.9736	0.9726	-35	true	909	941	174.045	154.817	-19.228	1.679	2.505
aa-rwlt-coding-agent-010	24	35127	35124	false	343	299	34391	34368	0.9790	0.9785	-23	true	736	756	169.772	114.081	-55.690	1.708	2.517
aa-rwlt-coding-agent-010	25	36014	36011	false	441	1102	35130	35104	0.9755	0.9748	-26	true	884	907	174.371	117.727	-56.644	1.733	2.562
aa-rwlt-coding-agent-010	26	36278	36275	false	599	785	36025	36000	0.9930	0.9924	-25	true	253	275	168.839	149.358	-19.481	1.912	2.635
aa-rwlt-coding-agent-010	27	36547	36544	false	61	61	36296	36256	0.9931	0.9921	-40	true	251	288	180.166	148.745	-31.421	0.638	2.626
aa-rwlt-coding-agent-010	28	36777	36774	false	47	47	36550	36544	0.9938	0.9937	-6	true	227	230	158.549	113.444	-45.106	0.309	3.210
aa-rwlt-coding-agent-010	29	37468	37465	false	400	946	36780	36768	0.9816	0.9814	-12	true	688	697	169.582	120.977	-48.605	1.747	2.582
aa-rwlt-coding-agent-010	30	37998	37995	false	795	3041	37471	37440	0.9861	0.9854	-31	true	527	555	177.083	121.994	-55.090	1.830	2.063
aa-rwlt-coding-agent-010	31	38405	38402	false	53	53	38001	37984	0.9895	0.9891	-17	true	404	418	192.480	148.291	-44.190	0.004	3.157
aa-rwlt-coding-agent-010	32	39005	39002	false	1124	1385	38409	38400	0.9847	0.9846	-9	true	596	602	172.766	125.861	-46.904	1.785	2.490
aa-rwlt-coding-agent-010	33	39323	39320	false	478	349	39008	38976	0.9920	0.9913	-32	true	315	344	202.748	124.074	-78.674	1.859	2.452
aa-rwlt-coding-agent-010	34	39690	39687	false	559	424	39326	39296	0.9908	0.9901	-30	true	364	391	183.518	120.670	-62.848	1.820	2.447
aa-rwlt-coding-agent-010	35	40353	40350	false	210	100	39694	39680	0.9837	0.9834	-14	true	659	670	192.133	136.350	-55.784	2.014	2.703
aa-rwlt-coding-agent-010	36	40942	40939	false	716	451	40356	40320	0.9857	0.9849	-36	true	586	619	188.174	131.335	-56.839	1.833	2.528
aa-rwlt-coding-agent-010	37	41150	41147	false	194	392	40948	40928	0.9951	0.9947	-20	true	202	219	191.043	121.601	-69.442	2.103	2.558
aa-rwlt-coding-agent-010	38	41660	41657	false	335	202	41153	41120	0.9878	0.9871	-33	true	507	537	174.613	132.198	-42.414	1.711	2.038
aa-rwlt-coding-agent-010	39	41906	41903	false	830	173	41663	41632	0.9942	0.9935	-31	true	243	271	433.913	122.799	-311.114	1.453	2.535
aa-rwlt-coding-agent-010	40	42639	42636	false	73	79	41910	41888	0.9829	0.9825	-22	true	729	748	218.045	137.583	-80.461	2.579	3.286
aa-rwlt-coding-agent-010	41	45127	45124	false	88	81	42642	42624	0.9449	0.9446	-18	true	2485	2500	222.806	180.435	-42.370	2.657	2.995
aa-rwlt-coding-agent-010	42	45272	45269	false	76	57	45130	45120	0.9969	0.9967	-10	true	142	149	174.929	128.330	-46.599	2.430	3.472
aa-rwlt-coding-agent-010	43	45359	45356	false	57	58	45283	45248	0.9983	0.9976	-35	true	76	108	173.037	126.826	-46.211	1.068	3.472
aa-rwlt-coding-agent-010	44	46426	46423	false	56	56	45362	45344	0.9771	0.9768	-18	true	1064	1079	202.467	157.109	-45.357	1.016	3.377
aa-rwlt-coding-agent-010	45	46511	46508	false	61	61	46429	46400	0.9982	0.9977	-29	true	82	108	175.463	130.183	-45.280	1.210	3.208
aa-rwlt-coding-agent-010	46	47582	47579	false	83	58	46514	46496	0.9776	0.9772	-18	true	1068	1083	203.525	159.414	-44.111	2.101	3.534
aa-rwlt-coding-agent-010	47	47669	47666	false	72	50	47585	47552	0.9982	0.9976	-33	true	84	114	176.314	133.576	-42.738	2.093	3.171
aa-rwlt-coding-agent-010	48	47870	47867	false	55	76	47672	47648	0.9959	0.9954	-24	true	198	219	178.866	135.866	-43.000	0.774	2.739
aa-rwlt-coding-agent-010	49	48250	48247	false	55	55	47873	47840	0.9922	0.9916	-33	true	377	407	180.977	137.890	-43.087	0.542	2.370
aa-rwlt-coding-agent-010	50	48783	48780	false	80	114	48253	48224	0.9891	0.9886	-29	true	530	556	190.320	151.746	-38.574	2.436	2.777
aa-rwlt-coding-agent-010	51	49017	49014	false	262	113	48786	48768	0.9953	0.9950	-18	true	231	246	187.747	144.548	-43.199	1.977	2.219
aa-rwlt-coding-agent-010	52	49856	49853	false	154	63	49020	48992	0.9832	0.9827	-28	true	836	861	212.165	154.581	-57.584	2.015	2.694
aa-rwlt-coding-agent-010	53	49930	49927	false	899	103	49859	49824	0.9986	0.9979	-35	true	71	103	184.433	139.428	-45.005	1.859	2.651
aa-rwlt-coding-agent-010	54	51012	51009	false	2648	954	49933	49920	0.9788	0.9787	-13	true	1079	1089	244.612	170.198	-74.413	1.569	2.537
aa-rwlt-coding-agent-010	55	52931	52928	false	212	1231	51015	51008	0.9638	0.9637	-7	true	1916	1920	335.143	235.275	-99.868	2.347	2.613
aa-rwlt-coding-agent-010	56	54371	54368	false	200	833	52939	52928	0.9737	0.9735	-11	true	1432	1440	220.641	224.832	4.191	1.885	2.393
aa-rwlt-coding-agent-010	57	56363	56360	false	2418	955	54374	54368	0.9647	0.9647	-6	true	1989	1992	248.103	204.507	-43.596	1.388	1.861
aa-rwlt-coding-agent-010	58	56550	56547	false	1062	1059	56368	56352	0.9968	0.9966	-16	true	182	195	274.413	154.384	-120.029	1.451	1.890
aa-rwlt-coding-agent-010	59	58114	58111	false	79	163	56555	56544	0.9732	0.9730	-11	true	1559	1567	269.297	203.311	-65.986	1.601	2.608
aa-rwlt-coding-agent-010	60	58942	58939	false	163	125	58117	58080	0.9860	0.9854	-37	true	825	859	213.426	176.861	-36.565	3.169	2.617
aa-rwlt-coding-agent-010	61	59746	59743	false	47	47	58945	58912	0.9866	0.9861	-33	true	801	831	209.484	179.278	-30.206	0.004	2.974
aa-rwlt-coding-agent-010	62	60485	60482	false	975	413	59749	59712	0.9878	0.9873	-37	true	736	770	217.903	179.842	-38.061	1.793	2.578
aa-rwlt-coding-agent-010	63	61144	61141	false	858	992	60488	60480	0.9893	0.9892	-8	true	656	661	251.262	180.916	-70.345	1.794	2.454
aa-rwlt-coding-agent-010	64	62396	62393	false	238	290	61148	61120	0.9800	0.9796	-28	true	1248	1273	264.076	202.879	-61.197	2.115	2.898
aa-rwlt-coding-agent-010	65	62838	62835	false	282	365	62399	62368	0.9930	0.9926	-31	true	439	467	207.456	173.501	-33.955	2.150	2.813
aa-rwlt-coding-agent-010	66	63369	63366	false	184	86	62841	62816	0.9917	0.9913	-25	true	528	550	222.296	185.218	-37.078	1.994	2.584
aa-rwlt-coding-agent-010	67	64142	64139	false	352	426	63376	63360	0.9881	0.9879	-16	true	766	779	229.315	195.317	-33.998	1.307	2.504
aa-rwlt-coding-agent-010	68	64512	64509	false	120	276	64153	64128	0.9944	0.9941	-25	true	359	381	210.030	176.327	-33.703	2.261	2.620
aa-rwlt-coding-agent-010	69	64847	64844	false	426	402	64517	64480	0.9949	0.9944	-37	true	330	364	213.343	178.683	-34.659	1.213	1.785
aa-rwlt-coding-agent-010	70	65310	65307	false	1103	1417	64851	64832	0.9930	0.9927	-19	true	459	475	213.425	179.002	-34.422	1.620	2.195
aa-rwlt-coding-agent-010	71	65937	65934	false	507	507	65315	65280	0.9906	0.9901	-35	true	622	654	257.782	195.150	-62.632	1.287	1.915
aa-rwlt-coding-agent-010	72	66490	66487	false	596	1900	65941	65920	0.9917	0.9915	-21	true	549	567	227.878	193.273	-34.606	1.823	2.183
aa-rwlt-coding-agent-010	73	67139	67136	false	77	121	66493	66464	0.9904	0.9900	-29	true	646	672	251.324	198.510	-52.815	1.180	3.704
aa-rwlt-coding-agent-010	74	67955	67952	false	73	67	67146	67136	0.9881	0.9880	-10	true	809	816	231.857	200.791	-31.065	1.064	3.366
aa-rwlt-coding-agent-010	75	68687	68684	false	1105	793	67960	67936	0.9894	0.9891	-24	true	727	748	232.788	201.024	-31.765	1.711	2.514
aa-rwlt-coding-agent-010	76	68850	68847	false	60	94	68698	68672	0.9978	0.9975	-26	true	152	175	237.619	184.045	-53.574	2.932	2.594
aa-rwlt-coding-agent-010	77	69260	69257	false	759	229	68851	68832	0.9941	0.9939	-19	true	409	425	219.619	188.560	-31.059	1.950	2.444
aa-rwlt-coding-agent-010	78	69547	69544	false	258	3161	69263	69248	0.9959	0.9957	-15	true	284	296	239.478	188.036	-51.443	1.667	2.118
aa-rwlt-coding-agent-011	0	11332	11331	false	59	61	2068	2068	0.1825	0.1825	0	false	9264	9263	203.706	131.827	-71.879	1.549	2.892
aa-rwlt-coding-agent-011	1	11834	11833	false	45	53	11335	11328	0.9578	0.9573	-7	true	499	505	119.867	59.305	-60.562	1.341	3.570
aa-rwlt-coding-agent-011	2	11976	11975	false	49	51	11837	11808	0.9884	0.9861	-29	true	139	167	119.857	60.769	-59.089	1.276	2.792
aa-rwlt-coding-agent-011	3	12047	12046	false	30	47	11979	11968	0.9944	0.9935	-11	true	68	78	99.695	59.536	-40.159	0.013	2.803
aa-rwlt-coding-agent-011	4	14406	14405	false	68	67	12050	12032	0.8365	0.8353	-18	true	2356	2373	153.709	98.401	-55.308	2.078	2.919
aa-rwlt-coding-agent-011	5	16331	16330	false	60	58	14409	14400	0.8823	0.8818	-9	true	1922	1930	148.330	89.129	-59.201	0.501	2.573
aa-rwlt-coding-agent-011	6	16847	16846	false	58	58	16335	16320	0.9696	0.9688	-15	true	512	526	131.618	68.729	-62.888	0.514	2.594
aa-rwlt-coding-agent-011	7	17246	17245	false	55	55	16853	16832	0.9772	0.9761	-21	true	393	413	123.993	69.542	-54.451	0.003	2.655
aa-rwlt-coding-agent-011	8	21039	21038	false	320	645	17255	17216	0.8201	0.8183	-39	true	3784	3822	182.736	122.384	-60.352	2.011	2.520
aa-rwlt-coding-agent-011	9	21268	21267	false	50	50	21042	21024	0.9894	0.9886	-18	true	226	243	136.748	80.602	-56.146	0.004	2.620
aa-rwlt-coding-agent-011	10	21574	21573	false	42	42	21271	21248	0.9860	0.9849	-23	true	303	325	124.841	83.137	-41.704	0.007	3.571
aa-rwlt-coding-agent-011	11	21811	21810	false	55	54	21577	21568	0.9893	0.9889	-9	true	234	242	133.912	77.793	-56.119	0.440	2.678
aa-rwlt-coding-agent-011	12	22019	22018	false	51	51	21814	21792	0.9907	0.9897	-22	true	205	226	135.233	87.318	-47.915	0.493	2.868
aa-rwlt-coding-agent-011	13	22910	22909	false	162	250	22022	22016	0.9612	0.9610	-6	true	888	893	155.264	94.555	-60.708	2.680	2.877
aa-rwlt-coding-agent-011	14	23493	23492	false	596	42	22913	22880	0.9753	0.9739	-33	true	580	612	157.450	105.000	-52.450	1.704	3.602
aa-rwlt-coding-agent-011	15	27223	27222	false	971	597	23496	23488	0.8631	0.8628	-8	true	3727	3734	215.878	144.502	-71.377	1.867	2.316
aa-rwlt-coding-agent-011	16	28019	28018	false	231	140	27226	27200	0.9717	0.9708	-26	true	793	818	195.613	110.721	-84.892	1.749	2.548
aa-rwlt-coding-agent-011	17	28539	28538	false	1769	3197	28022	28000	0.9819	0.9811	-22	true	517	538	161.989	95.461	-66.528	1.760	2.433
aa-rwlt-coding-agent-011	18	29708	29707	false	199	1001	28542	28512	0.9608	0.9598	-30	true	1166	1195	251.510	139.395	-112.116	2.261	2.375
aa-rwlt-coding-agent-011	19	30238	30237	false	50	50	29711	29696	0.9826	0.9821	-15	true	527	541	156.772	104.181	-52.591	0.004	2.636
aa-rwlt-coding-agent-011	20	30731	30730	false	1268	961	30241	30208	0.9841	0.9830	-33	true	490	522	147.218	101.102	-46.116	1.764	2.476
aa-rwlt-coding-agent-011	21	31654	31653	false	375	242	30736	30720	0.9710	0.9705	-16	true	918	933	209.081	126.397	-82.684	1.859	2.963
aa-rwlt-coding-agent-011	22	32273	32272	false	194	1464	31657	31648	0.9809	0.9807	-9	true	616	624	167.736	115.562	-52.174	2.155	2.393
aa-rwlt-coding-agent-011	23	32628	32627	false	58	57	32282	32256	0.9894	0.9886	-26	true	346	371	156.125	126.789	-29.337	0.096	2.746
aa-rwlt-coding-agent-011	24	33194	33193	false	105	74	32631	32608	0.9830	0.9824	-23	true	563	585	163.452	111.404	-52.049	2.069	2.928
aa-rwlt-coding-agent-011	25	34097	34096	false	381	781	33198	33184	0.9736	0.9733	-14	true	899	912	161.886	117.826	-44.060	1.329	1.734
aa-rwlt-coding-agent-011	26	36172	36171	false	1323	1221	34100	34080	0.9427	0.9422	-20	true	2072	2091	192.827	165.620	-27.207	1.456	2.266
aa-rwlt-coding-agent-011	27	37097	37096	false	131	123	36179	36160	0.9753	0.9748	-19	true	918	936	213.973	127.918	-86.055	1.998	2.622
aa-rwlt-coding-agent-011	28	37623	37622	false	747	1475	37100	37088	0.9861	0.9858	-12	true	523	534	165.406	118.712	-46.694	1.735	2.427
aa-rwlt-coding-agent-011	29	38519	38518	false	94	92	37626	37600	0.9768	0.9762	-26	true	893	918	181.687	125.155	-56.531	1.848	2.909
aa-rwlt-coding-agent-011	30	38714	38713	false	65	67	38522	38496	0.9950	0.9944	-26	true	192	217	163.008	118.185	-44.823	0.425	2.746
aa-rwlt-coding-agent-011	31	39071	39070	false	257	467	38717	38688	0.9909	0.9902	-29	true	354	382	164.339	116.393	-47.946	1.550	2.175
aa-rwlt-coding-agent-011	32	40021	40020	false	539	571	39074	39040	0.9763	0.9755	-34	true	947	980	174.072	129.045	-45.027	1.670	2.239
aa-rwlt-coding-agent-011	33	40689	40688	false	507	177	40024	40000	0.9837	0.9831	-24	true	665	688	191.400	129.114	-62.286	1.401	3.083
aa-rwlt-coding-agent-011	34	41362	41361	false	296	469	40692	40672	0.9838	0.9833	-20	true	670	689	184.475	129.881	-54.594	1.702	2.127
aa-rwlt-coding-agent-011	35	42436	42435	false	93	75	41366	41344	0.9748	0.9743	-22	true	1070	1091	191.288	143.029	-48.259	2.140	2.937
aa-rwlt-coding-agent-011	36	42832	42831	false	151	212	42439	42432	0.9908	0.9907	-7	true	393	399	167.917	131.115	-36.802	2.004	2.175
aa-rwlt-coding-agent-011	37	43072	43071	false	155	108	42839	42816	0.9946	0.9941	-23	true	233	255	168.901	123.413	-45.488	1.494	2.443
aa-rwlt-coding-agent-011	38	43277	43276	false	97	119	43076	43040	0.9954	0.9945	-36	true	201	236	170.534	122.607	-47.928	1.166	2.735
aa-rwlt-coding-agent-011	39	43741	43740	false	530	452	43281	43264	0.9895	0.9891	-17	true	460	476	171.927	128.967	-42.960	1.267	2.008
aa-rwlt-coding-agent-011	40	44293	44292	false	118	110	43744	43712	0.9876	0.9869	-32	true	549	580	184.203	136.437	-47.765	2.249	2.941
aa-rwlt-coding-agent-011	41	44624	44623	false	389	391	44302	44288	0.9928	0.9925	-14	true	322	335	172.007	131.378	-40.630	1.326	1.718
aa-rwlt-coding-agent-011	42	45065	45064	false	584	444	44627	44608	0.9903	0.9899	-19	true	438	456	183.340	129.720	-53.620	1.748	2.392
aa-rwlt-coding-agent-011	43	45731	45730	false	85	65	45068	45056	0.9855	0.9853	-12	true	663	674	198.588	141.710	-56.878	1.667	3.603
aa-rwlt-coding-agent-011	44	45904	45903	false	388	447	45735	45728	0.9963	0.9962	-7	true	169	175	172.896	130.086	-42.809	1.852	2.495
aa-rwlt-coding-agent-011	45	46666	46665	false	135	179	45907	45888	0.9837	0.9833	-19	true	759	777	190.491	149.392	-41.099	2.073	2.420
aa-rwlt-coding-agent-011	46	47359	47358	false	131	153	46669	46656	0.9854	0.9852	-13	true	690	702	191.396	150.448	-40.948	2.106	2.878
aa-rwlt-coding-agent-011	47	47653	47652	false	64	59	47362	47328	0.9939	0.9932	-34	true	291	324	177.229	136.707	-40.522	0.096	2.576
aa-rwlt-coding-agent-011	48	47896	47895	false	235	202	47656	47648	0.9950	0.9948	-8	true	240	247	179.998	135.263	-44.736	1.506	2.118
aa-rwlt-coding-agent-011	49	48170	48169	false	56	56	47901	47872	0.9944	0.9938	-29	true	269	297	178.475	137.335	-41.140	0.238	2.700
aa-rwlt-coding-agent-011	50	48559	48558	false	251	276	48175	48160	0.9921	0.9918	-15	true	384	398	195.342	139.499	-55.843	1.503	1.980
aa-rwlt-coding-agent-011	51	48827	48826	false	219	219	48564	48544	0.9946	0.9942	-20	true	263	282	189.571	138.214	-51.356	1.343	1.656
aa-rwlt-coding-agent-011	52	49052	49051	false	59	85	48837	48800	0.9956	0.9949	-37	true	215	251	182.179	137.873	-44.306	3.585	2.644
aa-rwlt-coding-agent-011	53	49180	49179	false	60	60	49057	49024	0.9975	0.9968	-33	true	123	155	185.643	137.763	-47.880	0.004	2.446
aa-rwlt-coding-agent-011	54	49427	49426	false	193	190	49184	49152	0.9951	0.9945	-32	true	243	274	185.150	140.239	-44.911	1.316	1.774
aa-rwlt-coding-agent-011	55	49586	49585	false	659	473	49430	49408	0.9969	0.9964	-22	true	156	177	186.868	142.734	-44.135	1.683	1.898
aa-rwlt-coding-agent-011	56	49586	49585	false	659	199	49585	49568	1.0000	0.9997	-17	true	1	17	198.491	146.706	-51.785	1.676	2.310
aa-rwlt-coding-agent-011	57	50758	50757	false	325	941	49594	49585	0.9771	0.9769	-9	true	1164	1172	228.413	171.762	-56.651	1.830	2.128
aa-rwlt-coding-agent-011	58	51839	51838	false	510	487	50761	50752	0.9792	0.9791	-9	true	1078	1086	215.950	176.264	-39.686	1.317	1.727
aa-rwlt-coding-agent-011	59	52168	52167	false	261	468	51842	51808	0.9938	0.9931	-34	true	326	359	192.519	149.932	-42.587	1.435	2.626
aa-rwlt-coding-agent-011	60	53115	53114	false	572	424	52176	52160	0.9823	0.9820	-16	true	939	954	208.514	165.873	-42.641	1.747	2.271
aa-rwlt-coding-agent-011	61	53465	53464	false	1612	81	53122	53088	0.9936	0.9930	-34	true	343	376	205.038	152.904	-52.134	1.492	2.766
aa-rwlt-coding-agent-011	62	54232	54231	false	414	341	53468	53440	0.9859	0.9854	-28	true	764	791	258.606	167.704	-90.902	1.515	2.248
aa-rwlt-coding-agent-051	0	9562	9563	false	59	308	2110	2110	0.2207	0.2206	0	false	7452	7453	189.338	114.151	-75.187	1.304	2.281
aa-rwlt-coding-agent-051	1	17873	17874	false	214	162	9567	9536	0.5353	0.5335	-31	true	8306	8338	214.906	152.721	-62.185	2.183	2.959
aa-rwlt-coding-agent-051	2	18249	18250	false	205	268	17876	17856	0.9796	0.9784	-20	true	373	394	126.686	70.811	-55.875	1.991	2.680
aa-rwlt-coding-agent-051	3	19059	19060	false	44	132	18254	18240	0.9578	0.9570	-14	true	805	820	131.823	74.922	-56.901	0.685	2.795
aa-rwlt-coding-agent-051	4	20373	20374	false	51	51	19062	19040	0.9357	0.9345	-22	true	1311	1334	140.597	84.506	-56.091	1.091	3.709
aa-rwlt-coding-agent-051	5	20922	20923	false	58	52	20376	20352	0.9739	0.9727	-24	true	546	571	135.959	79.595	-56.364	1.105	2.669
aa-rwlt-coding-agent-051	6	21455	21456	false	47	47	20925	20896	0.9753	0.9739	-29	true	530	560	132.799	76.879	-55.920	0.183	3.714
aa-rwlt-coding-agent-051	7	28413	28414	false	255	386	21458	21440	0.7552	0.7546	-18	true	6955	6974	236.829	180.967	-55.862	1.661	2.520
aa-rwlt-coding-agent-051	8	29703	29704	false	202	196	28416	28384	0.9567	0.9556	-32	true	1287	1320	156.943	105.299	-51.644	1.691	2.659
aa-rwlt-coding-agent-051	9	30236	30237	false	197	329	29706	29696	0.9825	0.9821	-10	true	530	541	145.309	93.976	-51.334	1.862	2.301
aa-rwlt-coding-agent-051	10	30443	30444	false	44	44	30239	30208	0.9933	0.9922	-31	true	204	236	137.424	92.361	-45.063	0.006	3.369
aa-rwlt-coding-agent-051	11	30824	30825	false	39	39	30448	30432	0.9878	0.9873	-16	true	376	393	125.224	91.613	-33.611	0.005	3.718
aa-rwlt-coding-agent-051	12	31225	31226	false	518	325	30827	30816	0.9873	0.9869	-11	true	398	410	143.197	91.958	-51.239	1.521	2.335
aa-rwlt-coding-agent-051	13	32327	32328	false	634	2250	31239	31200	0.9663	0.9651	-39	true	1088	1128	174.797	115.191	-59.606	1.860	2.306
aa-rwlt-coding-agent-051	14	33967	33968	false	408	354	32330	32320	0.9518	0.9515	-10	true	1637	1648	207.231	149.036	-58.195	1.866	2.518
aa-rwlt-coding-agent-051	15	37551	37552	false	49	59	33970	33952	0.9046	0.9041	-18	true	3581	3600	233.602	169.426	-64.176	0.425	3.177
aa-rwlt-coding-agent-051	16	37866	37867	false	606	754	37554	37536	0.9918	0.9913	-18	true	312	331	151.067	104.421	-46.647	1.819	2.521
aa-rwlt-coding-agent-051	17	40848	40849	false	57	211	37869	37856	0.9271	0.9267	-13	true	2979	2993	230.801	205.590	-25.211	1.439	2.647
aa-rwlt-coding-agent-051	18	41232	41233	false	367	553	40851	40832	0.9908	0.9903	-19	true	381	401	155.737	110.992	-44.745	1.948	2.557
aa-rwlt-coding-agent-051	19	43645	43646	false	604	278	41235	41216	0.9448	0.9443	-19	true	2410	2430	211.344	165.543	-45.800	1.771	2.209
aa-rwlt-coding-agent-051	20	43772	43773	false	41	41	43651	43616	0.9972	0.9964	-35	true	121	157	164.059	117.350	-46.709	0.005	3.666
aa-rwlt-coding-agent-051	21	44172	44173	false	737	560	43783	43744	0.9912	0.9903	-39	true	389	429	161.220	118.752	-42.468	1.719	2.463
aa-rwlt-coding-agent-051	22	45140	45141	false	51	46	44183	44160	0.9788	0.9783	-23	true	957	981	197.834	131.575	-66.259	0.413	3.728
aa-rwlt-coding-agent-051	23	45229	45230	false	165	123	45145	45120	0.9981	0.9976	-25	true	84	110	160.081	116.347	-43.734	2.347	3.190
aa-rwlt-coding-agent-051	24	45381	45382	false	90	137	45232	45216	0.9967	0.9963	-16	true	149	166	163.333	119.019	-44.314	2.520	3.074
aa-rwlt-coding-agent-051	25	45437	45438	false	76	209	45384	45376	0.9988	0.9986	-8	true	53	62	161.248	123.118	-38.130	2.441	2.428
aa-rwlt-coding-agent-051	26	45654	45655	false	140	168	45443	45408	0.9954	0.9946	-35	true	211	247	164.123	118.418	-45.705	1.959	2.737
aa-rwlt-coding-agent-051	27	45745	45746	false	222	121	45657	45632	0.9981	0.9975	-25	true	88	114	161.376	120.545	-40.831	1.983	2.898
aa-rwlt-coding-agent-051	28	48747	48748	false	67	726	45748	45728	0.9385	0.9380	-20	true	2999	3020	234.836	189.560	-45.276	1.234	1.962
aa-rwlt-coding-agent-051	29	48815	48816	false	48	55	48750	48736	0.9987	0.9984	-14	true	65	80	166.832	127.033	-39.799	0.656	2.964
aa-rwlt-coding-agent-051	30	49313	49314	false	60	57	48818	48800	0.9900	0.9896	-18	true	495	514	176.565	142.527	-34.038	0.688	2.820
aa-rwlt-coding-agent-051	31	49750	49751	false	59	56	49316	49312	0.9913	0.9912	-4	true	434	439	176.198	131.523	-44.674	0.547	2.505
aa-rwlt-coding-agent-051	32	50433	50434	false	91	157	49753	49728	0.9865	0.9860	-25	true	680	706	185.006	144.031	-40.975	2.460	2.781
aa-rwlt-coding-agent-051	33	50970	50971	false	219	156	50436	50432	0.9895	0.9894	-4	true	534	539	189.406	143.708	-45.698	2.105	2.711
aa-rwlt-coding-agent-051	34	51534	51535	false	229	226	50976	50944	0.9892	0.9885	-32	true	558	591	186.985	145.523	-41.462	1.895	2.885
