
NOTICE: Existing SQLite export found: nvbugs_5615248/trtllm_bench/nsys_handoff_v3/pyt_beam10_handoff.sqlite
        It is assumed file was previously exported from: nvbugs_5615248/trtllm_bench/nsys_handoff_v3/pyt_beam10_handoff.nsys-rep
        Consider using --force-export=true if needed.

Processing [nvbugs_5615248/trtllm_bench/nsys_handoff_v3/pyt_beam10_handoff.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_gpu_proj_sum.py]... 

 ** NVTX GPU Projection Summary (nvtx_gpu_proj_sum):

                               Range                                 Style   Total Proj Time (ns)  Total Range Time (ns)  Range Instances  Proj Avg (ns)  Proj Med (ns)  Proj Min (ns)  Proj Max (ns)  Proj StdDev (ns)  Total GPU Ops  Avg GPU Ops  Avg Range Lvl  Avg Num Child
 TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs   PushPop                590823                 841961                1       590823.0       590823.0         590823         590823               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 57: 0 ctx reqs, 1 gen reqs   PushPop                589895                 826702                1       589895.0       589895.0         589895         589895               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 73: 0 ctx reqs, 1 gen reqs   PushPop                588487                 855331                1       588487.0       588487.0         588487         588487               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 33: 0 ctx reqs, 1 gen reqs   PushPop                588006                 826201                1       588006.0       588006.0         588006         588006               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 72: 0 ctx reqs, 1 gen reqs   PushPop                586375                 853091                1       586375.0       586375.0         586375         586375               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 39: 0 ctx reqs, 1 gen reqs   PushPop                585158                 846571                1       585158.0       585158.0         585158         585158               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs  PushPop                584262                 844711                1       584262.0       584262.0         584262         584262               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 32: 0 ctx reqs, 1 gen reqs   PushPop                580327                 816481                1       580327.0       580327.0         580327         580327               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 103: 0 ctx reqs, 1 gen reqs  PushPop                579239                 845522                1       579239.0       579239.0         579239         579239               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 75: 0 ctx reqs, 1 gen reqs   PushPop                576710                 878891                1       576710.0       576710.0         576710         576710               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 11: 0 ctx reqs, 1 gen reqs   PushPop                575782                 897801                1       575782.0       575782.0         575782         575782               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 55: 0 ctx reqs, 1 gen reqs   PushPop                570982                 865022                1       570982.0       570982.0         570982         570982               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs   PushPop                570886                 829671                1       570886.0       570886.0         570886         570886               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 64: 0 ctx reqs, 1 gen reqs   PushPop                570630                 807242                1       570630.0       570630.0         570630         570630               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 23: 0 ctx reqs, 1 gen reqs   PushPop                568839                 847632                1       568839.0       568839.0         568839         568839               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 68: 0 ctx reqs, 1 gen reqs   PushPop                568742                 856791                1       568742.0       568742.0         568742         568742               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 77: 0 ctx reqs, 1 gen reqs   PushPop                564743                 839352                1       564743.0       564743.0         564743         564743               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 85: 0 ctx reqs, 1 gen reqs   PushPop                563142                 818242                1       563142.0       563142.0         563142         563142               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 52: 0 ctx reqs, 1 gen reqs   PushPop                563014                 807622                1       563014.0       563014.0         563014         563014               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 93: 0 ctx reqs, 1 gen reqs   PushPop                562214                 798962                1       562214.0       562214.0         562214         562214               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 46: 0 ctx reqs, 1 gen reqs   PushPop                562119                 809682                1       562119.0       562119.0         562119         562119               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 91: 0 ctx reqs, 1 gen reqs   PushPop                560807                 863732                1       560807.0       560807.0         560807         560807               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 53: 0 ctx reqs, 1 gen reqs   PushPop                557318                 908021                1       557318.0       557318.0         557318         557318               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 50: 0 ctx reqs, 1 gen reqs   PushPop                551878                 794532                1       551878.0       551878.0         551878         551878               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 12: 0 ctx reqs, 1 gen reqs   PushPop                550150                 855482                1       550150.0       550150.0         550150         550150               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 88: 0 ctx reqs, 1 gen reqs   PushPop                546887                 855812                1       546887.0       546887.0         546887         546887               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 56: 0 ctx reqs, 1 gen reqs   PushPop                541542                 837181                1       541542.0       541542.0         541542         541542               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 18: 0 ctx reqs, 1 gen reqs   PushPop                526726                 756582                1       526726.0       526726.0         526726         526726               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 36: 0 ctx reqs, 1 gen reqs   PushPop                519429                 789272                1       519429.0       519429.0         519429         519429               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 78: 0 ctx reqs, 1 gen reqs   PushPop                509030                 794142                1       509030.0       509030.0         509030         509030               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 4: 0 ctx reqs, 1 gen reqs    PushPop                507046                 906861                1       507046.0       507046.0         507046         507046               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 70: 0 ctx reqs, 1 gen reqs   PushPop                497541                 854821                1       497541.0       497541.0         497541         497541               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 34: 0 ctx reqs, 1 gen reqs   PushPop                490598                 873191                1       490598.0       490598.0         490598         490598               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs   PushPop                489861                 845621                1       489861.0       489861.0         489861         489861               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 71: 0 ctx reqs, 1 gen reqs   PushPop                488005                 864961                1       488005.0       488005.0         488005         488005               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:setup.finish_reasons.update                           PushPop                484804                 918421                7        69257.7        49344.0          45281         180578           49343.7             28          4.0            3.0            0.0
 TensorRT-LLM:[Executor] _forward_step 16: 0 ctx reqs, 1 gen reqs   PushPop                484549                 811372                1       484549.0       484549.0         484549         484549               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 89: 0 ctx reqs, 1 gen reqs   PushPop                483270                 835672                1       483270.0       483270.0         483270         483270               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs   PushPop                481253                 850921                1       481253.0       481253.0         481253         481253               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 9: 0 ctx reqs, 1 gen reqs    PushPop                478789                 893461                1       478789.0       478789.0         478789         478789               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 61: 0 ctx reqs, 1 gen reqs   PushPop                470502                 804292                1       470502.0       470502.0         470502         470502               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 65: 0 ctx reqs, 1 gen reqs   PushPop                470181                 788052                1       470181.0       470181.0         470181         470181               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 14: 0 ctx reqs, 1 gen reqs   PushPop                468549                 865382                1       468549.0       468549.0         468549         468549               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 24: 0 ctx reqs, 1 gen reqs   PushPop                465638                 869031                1       465638.0       465638.0         465638         465638               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 81: 0 ctx reqs, 1 gen reqs   PushPop                457701                 824262                1       457701.0       457701.0         457701         457701               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 47: 0 ctx reqs, 1 gen reqs   PushPop                454181                 817692                1       454181.0       454181.0         454181         454181               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 80: 0 ctx reqs, 1 gen reqs   PushPop                443493                 859471                1       443493.0       443493.0         443493         443493               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 7: 0 ctx reqs, 1 gen reqs    PushPop                439941                 848722                1       439941.0       439941.0         439941         439941               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 26: 0 ctx reqs, 1 gen reqs   PushPop                438885                 813831                1       438885.0       438885.0         438885         438885               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 37: 0 ctx reqs, 1 gen reqs   PushPop                438533                 805592                1       438533.0       438533.0         438533         438533               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 87: 0 ctx reqs, 1 gen reqs   PushPop                436325                 878711                1       436325.0       436325.0         436325         436325               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 31: 0 ctx reqs, 1 gen reqs   PushPop                434533                 814541                1       434533.0       434533.0         434533         434533               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 98: 0 ctx reqs, 1 gen reqs   PushPop                433989                 815071                1       433989.0       433989.0         433989         433989               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 97: 0 ctx reqs, 1 gen reqs   PushPop                433221                 802482                1       433221.0       433221.0         433221         433221               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 30: 0 ctx reqs, 1 gen reqs   PushPop                433189                 798642                1       433189.0       433189.0         433189         433189               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 40: 0 ctx reqs, 1 gen reqs   PushPop                432933                 808892                1       432933.0       432933.0         432933         432933               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 5: 0 ctx reqs, 1 gen reqs    PushPop                431717                 933390                1       431717.0       431717.0         431717         431717               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 99: 0 ctx reqs, 1 gen reqs   PushPop                430821                 866191                1       430821.0       430821.0         430821         430821               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 86: 0 ctx reqs, 1 gen reqs   PushPop                429925                 854792                1       429925.0       429925.0         429925         429925               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 51: 0 ctx reqs, 1 gen reqs   PushPop                424228                 830361                1       424228.0       424228.0         424228         424228               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 38: 0 ctx reqs, 1 gen reqs   PushPop                423141                 808292                1       423141.0       423141.0         423141         423141               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 28: 0 ctx reqs, 1 gen reqs   PushPop                422021                 818732                1       422021.0       422021.0         422021         422021               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 19: 0 ctx reqs, 1 gen reqs   PushPop                418213                 974320                1       418213.0       418213.0         418213         418213               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 49: 0 ctx reqs, 1 gen reqs   PushPop                410853                 868231                1       410853.0       410853.0         410853         410853               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 95: 0 ctx reqs, 1 gen reqs   PushPop                410789                 813032                1       410789.0       410789.0         410789         410789               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 25: 0 ctx reqs, 1 gen reqs   PushPop                407845                 819742                1       407845.0       407845.0         407845         407845               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 13: 0 ctx reqs, 1 gen reqs   PushPop                396100                 878171                1       396100.0       396100.0         396100         396100               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 48: 0 ctx reqs, 1 gen reqs   PushPop                393797                 813482                1       393797.0       393797.0         393797         393797               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 27: 0 ctx reqs, 1 gen reqs   PushPop                386277                 804701                1       386277.0       386277.0         386277         386277               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 69: 0 ctx reqs, 1 gen reqs   PushPop                386277                 830131                1       386277.0       386277.0         386277         386277               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 94: 0 ctx reqs, 1 gen reqs   PushPop                382628                 796822                1       382628.0       382628.0         382628         382628               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 29: 0 ctx reqs, 1 gen reqs   PushPop                374244                 808172                1       374244.0       374244.0         374244         374244               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 96: 0 ctx reqs, 1 gen reqs   PushPop                370116                 794852                1       370116.0       370116.0         370116         370116               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 15: 0 ctx reqs, 1 gen reqs   PushPop                344452                 873371                1       344452.0       344452.0         344452         344452               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 8: 0 ctx reqs, 1 gen reqs    PushPop                334020                 833681                1       334020.0       334020.0         334020         334020               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 17: 0 ctx reqs, 1 gen reqs   PushPop                322020                 847412                1       322020.0       322020.0         322020         322020               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:pbs.cache_indirection_zero                            PushPop                 12224                 346158                7         1746.3         1824.0           1312           1856             193.6              7          1.0            5.0            0.0
 TensorRT-LLM:pbs.original_tokens_zero                              PushPop                 11040                  87988                7         1577.1         1568.0           1536           1664              40.1              7          1.0            5.0            0.0
 TensorRT-LLM:pbs.cum_log_probs_zero                                PushPop                  9536                 120500                7         1362.3         1376.0           1248           1440              58.0              7          1.0            5.0            0.0
 TensorRT-LLM:pbs.predecessor_beams_zero                            PushPop                  8736                  88680                7         1248.0         1248.0           1216           1280              18.5              7          1.0            5.0            0.0
 TensorRT-LLM:pbs.sampled_log_prob_ranks_zero                       PushPop                  8736                  99248                7         1248.0         1248.0           1248           1248               0.0              7          1.0            5.0            0.0
 TensorRT-LLM:pbs.sampled_log_probs_zero                            PushPop                  8736                  95657                7         1248.0         1248.0           1248           1248               0.0              7          1.0            5.0            0.0
 TensorRT-LLM:pbs.first_finish_reasons_zero                         PushPop                  8640                 102000                7         1234.3         1248.0           1216           1248              17.1              7          1.0            5.0            0.0
 TensorRT-LLM:pbs.seq_slots_to_long                                 PushPop                  8640                 178506                7         1234.3         1248.0           1216           1248              17.1              7          1.0            5.0            0.0
 TensorRT-LLM:setup.h2d                                             PushPop                  2752                 451604                7          393.1          384.0            384            416              15.6              7          1.0            3.0            0.0

