
NOTICE: Existing SQLite export found: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.sqlite
        It is assumed file was previously exported from: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_kern_sum.py]... 

 ** NVTX Range Kernel Summary (nvtx_kern_sum):

                            NVTX Range                               Style   PID   TID   NVTX Inst  Kern Inst  Total Time (ns)  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                              Kernel Name                                             
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1         22            59970    2725.9    2720.0      2688      2944         57.2  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1         22            53664    2439.3    2400.0      2336      2656         84.3  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             3424    3424.0    3424.0      3424      3424          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             2432    2432.0    2432.0      2432      2432          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          2             2336    1168.0    1168.0      1152      1184         22.6  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             1536    1536.0    1536.0      1536      1536          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             1504    1504.0    1504.0      1504      1504          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             1216    1216.0    1216.0      1216      1216          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 126: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1              864     864.0     864.0       864       864          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 127: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4704    2352.0    2352.0      1984      2720        520.4  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 127: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1312    1312.0    1312.0      1312      1312          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 128: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4704    2352.0    2352.0      2048      2656        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 128: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 129: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 129: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1696    1696.0    1696.0      1696      1696          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 130: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 130: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1536    1536.0    1536.0      1536      1536          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 131: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4768    2384.0    2384.0      2080      2688        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 131: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1728    1728.0    1728.0      1728      1728          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 132: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 132: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 133: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 133: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 134: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4704    2352.0    2352.0      2048      2656        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 134: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 135: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 135: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 136: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2112      2688        407.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 136: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 137: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4864    2432.0    2432.0      2144      2720        407.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 137: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 138: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 138: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 139: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4768    2384.0    2384.0      2080      2688        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 139: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 140: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 140: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 141: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 141: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 142: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4704    2352.0    2352.0      2048      2656        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
