
NOTICE: Existing SQLite export found: nvbugs_5615248/trtllm_bench/nsys_handoff/pyt_beam10_handoff.sqlite
        It is assumed file was previously exported from: nvbugs_5615248/trtllm_bench/nsys_handoff/pyt_beam10_handoff.nsys-rep
        Consider using --force-export=true if needed.

Processing [nvbugs_5615248/trtllm_bench/nsys_handoff/pyt_beam10_handoff.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_gpu_proj_sum.py]... 

 ** NVTX GPU Projection Summary (nvtx_gpu_proj_sum):

                               Range                                 Style   Total Proj Time (ns)  Total Range Time (ns)  Range Instances  Proj Avg (ns)  Proj Med (ns)  Proj Min (ns)  Proj Max (ns)  Proj StdDev (ns)  Total GPU Ops  Avg GPU Ops  Avg Range Lvl  Avg Num Child
 TensorRT-LLM:[Executor] _forward_step 95: 0 ctx reqs, 1 gen reqs   PushPop                339269                 821982                1       339269.0       339269.0         339269         339269               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 70: 0 ctx reqs, 1 gen reqs   PushPop                338020                 803893                1       338020.0       338020.0         338020         338020               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 67: 0 ctx reqs, 1 gen reqs   PushPop                337668                 817163                1       337668.0       337668.0         337668         337668               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 81: 0 ctx reqs, 1 gen reqs   PushPop                336036                 803113                1       336036.0       336036.0         336036         336036               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 88: 0 ctx reqs, 1 gen reqs   PushPop                335524                 810452                1       335524.0       335524.0         335524         335524               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:pbs.first_finish_reasons_zero                         PushPop                333411                 576675                7        47630.1        47233.0          45793          49856            1447.4             21          3.0            5.0            0.0
 TensorRT-LLM:pbs.cache_indirection_zero                            PushPop                332645                 563444                7        47520.7        47073.0          46305          50817            1528.9             21          3.0            5.0            0.0
 TensorRT-LLM:[Executor] _forward_step 71: 0 ctx reqs, 1 gen reqs   PushPop                331236                 815192                1       331236.0       331236.0         331236         331236               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 68: 0 ctx reqs, 1 gen reqs   PushPop                330852                 804353                1       330852.0       330852.0         330852         330852               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs  PushPop                326692                 793842                1       326692.0       326692.0         326692         326692               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 92: 0 ctx reqs, 1 gen reqs   PushPop                324228                 798512                1       324228.0       324228.0         324228         324228               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 54: 0 ctx reqs, 1 gen reqs   PushPop                324132                 797103                1       324132.0       324132.0         324132         324132               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 58: 0 ctx reqs, 1 gen reqs   PushPop                324004                 795322                1       324004.0       324004.0         324004         324004               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 27: 0 ctx reqs, 1 gen reqs   PushPop                322948                 809262                1       322948.0       322948.0         322948         322948               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 36: 0 ctx reqs, 1 gen reqs   PushPop                320772                 813253                1       320772.0       320772.0         320772         320772               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 44: 0 ctx reqs, 1 gen reqs   PushPop                319332                 796582                1       319332.0       319332.0         319332         319332               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 56: 0 ctx reqs, 1 gen reqs   PushPop                319076                 805683                1       319076.0       319076.0         319076         319076               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 98: 0 ctx reqs, 1 gen reqs   PushPop                318692                 795772                1       318692.0       318692.0         318692         318692               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 96: 0 ctx reqs, 1 gen reqs   PushPop                317444                 793783                1       317444.0       317444.0         317444         317444               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs   PushPop                315556                 794013                1       315556.0       315556.0         315556         315556               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 91: 0 ctx reqs, 1 gen reqs   PushPop                312739                 803382                1       312739.0       312739.0         312739         312739               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 87: 0 ctx reqs, 1 gen reqs   PushPop                310532                 805503                1       310532.0       310532.0         310532         310532               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 66: 0 ctx reqs, 1 gen reqs   PushPop                310308                 811642                1       310308.0       310308.0         310308         310308               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs   PushPop                309348                 794033                1       309348.0       309348.0         309348         309348               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 28: 0 ctx reqs, 1 gen reqs   PushPop                308324                 798973                1       308324.0       308324.0         308324         308324               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 59: 0 ctx reqs, 1 gen reqs   PushPop                307908                 812522                1       307908.0       307908.0         307908         307908               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 55: 0 ctx reqs, 1 gen reqs   PushPop                307427                 808402                1       307427.0       307427.0         307427         307427               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 25: 0 ctx reqs, 1 gen reqs   PushPop                306404                 821172                1       306404.0       306404.0         306404         306404               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 57: 0 ctx reqs, 1 gen reqs   PushPop                306308                 816883                1       306308.0       306308.0         306308         306308               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs   PushPop                304260                 796162                1       304260.0       304260.0         304260         304260               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 48: 0 ctx reqs, 1 gen reqs   PushPop                303876                 798883                1       303876.0       303876.0         303876         303876               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 73: 0 ctx reqs, 1 gen reqs   PushPop                303075                 795803                1       303075.0       303075.0         303075         303075               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs  PushPop                301859                 798113                1       301859.0       301859.0         301859         301859               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 52: 0 ctx reqs, 1 gen reqs   PushPop                301700                 813922                1       301700.0       301700.0         301700         301700               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 47: 0 ctx reqs, 1 gen reqs   PushPop                301507                 798383                1       301507.0       301507.0         301507         301507               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 51: 0 ctx reqs, 1 gen reqs   PushPop                301411                 796692                1       301411.0       301411.0         301411         301411               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 34: 0 ctx reqs, 1 gen reqs   PushPop                299236                 805473                1       299236.0       299236.0         299236         299236               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 39: 0 ctx reqs, 1 gen reqs   PushPop                297636                 795142                1       297636.0       297636.0         297636         297636               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 30: 0 ctx reqs, 1 gen reqs   PushPop                294947                 787103                1       294947.0       294947.0         294947         294947               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 53: 0 ctx reqs, 1 gen reqs   PushPop                293411                 808792                1       293411.0       293411.0         293411         293411               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 37: 0 ctx reqs, 1 gen reqs   PushPop                289604                 798743                1       289604.0       289604.0         289604         289604               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 60: 0 ctx reqs, 1 gen reqs   PushPop                287363                 811163                1       287363.0       287363.0         287363         287363               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 86: 0 ctx reqs, 1 gen reqs   PushPop                285507                 788603                1       285507.0       285507.0         285507         285507               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 29: 0 ctx reqs, 1 gen reqs   PushPop                284836                 800632                1       284836.0       284836.0         284836         284836               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 46: 0 ctx reqs, 1 gen reqs   PushPop                283684                 800733                1       283684.0       283684.0         283684         283684               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 89: 0 ctx reqs, 1 gen reqs   PushPop                278883                 797493                1       278883.0       278883.0         278883         278883               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 90: 0 ctx reqs, 1 gen reqs   PushPop                277188                 796042                1       277188.0       277188.0         277188         277188               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 72: 0 ctx reqs, 1 gen reqs   PushPop                277155                 813963                1       277155.0       277155.0         277155         277155               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 93: 0 ctx reqs, 1 gen reqs   PushPop                276035                 780402                1       276035.0       276035.0         276035         276035               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 103: 0 ctx reqs, 1 gen reqs  PushPop                272676                 798423                1       272676.0       272676.0         272676         272676               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 50: 0 ctx reqs, 1 gen reqs   PushPop                269859                 797012                1       269859.0       269859.0         269859         269859               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs  PushPop                269731                 799033                1       269731.0       269731.0         269731         269731               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs   PushPop                264419                 803043                1       264419.0       264419.0         264419         264419               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:pbs.original_tokens_zero                              PushPop                256674                 428106                7        36667.7        35136.0          34272          45184            3850.9             21          3.0            5.0            0.0
 TensorRT-LLM:[Executor] _forward_step 40: 0 ctx reqs, 1 gen reqs   PushPop                252547                 814243                1       252547.0       252547.0         252547         252547               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 97: 0 ctx reqs, 1 gen reqs   PushPop                250755                 804762                1       250755.0       250755.0         250755         250755               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:pbs.sampled_log_probs_zero                            PushPop                249603                 424136                7        35657.6        34528.0          33152          41633            2915.7             21          3.0            5.0            0.0
 TensorRT-LLM:pbs.cum_log_probs_zero                                PushPop                246019                 434077                7        35145.6        34720.0          34369          37505            1081.8             21          3.0            5.0            0.0
 TensorRT-LLM:[Executor] _forward_step 94: 0 ctx reqs, 1 gen reqs   PushPop                241923                 816763                1       241923.0       241923.0         241923         241923               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:pbs.predecessor_beams_zero                            PushPop                236195                 390957                7        33742.1        32928.0          32033          38817            2383.6             21          3.0            5.0            0.0
 TensorRT-LLM:pbs.sampled_log_prob_ranks_zero                       PushPop                233827                 394176                7        33403.9        33313.0          32640          34560             617.5             21          3.0            5.0            0.0
 TensorRT-LLM:[Executor] _forward_step 49: 0 ctx reqs, 1 gen reqs   PushPop                231971                 799602                1       231971.0       231971.0         231971         231971               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 10: 0 ctx reqs, 1 gen reqs   PushPop                230242                 797263                1       230242.0       230242.0         230242         230242               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 5: 0 ctx reqs, 1 gen reqs    PushPop                193219                 779593                1       193219.0       193219.0         193219         193219               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 6: 0 ctx reqs, 1 gen reqs    PushPop                180867                 791692                1       180867.0       180867.0         180867         180867               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 18: 0 ctx reqs, 1 gen reqs   PushPop                180418                 776613                1       180418.0       180418.0         180418         180418               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 3: 0 ctx reqs, 1 gen reqs    PushPop                179170                 768523                1       179170.0       179170.0         179170         179170               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 14: 0 ctx reqs, 1 gen reqs   PushPop                171714                 783813                1       171714.0       171714.0         171714         171714               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 13: 0 ctx reqs, 1 gen reqs   PushPop                162882                 773153                1       162882.0       162882.0         162882         162882               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 4: 0 ctx reqs, 1 gen reqs    PushPop                162402                 783653                1       162402.0       162402.0         162402         162402               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 8: 0 ctx reqs, 1 gen reqs    PushPop                152833                 787072                1       152833.0       152833.0         152833         152833               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 12: 0 ctx reqs, 1 gen reqs   PushPop                151617                 788293                1       151617.0       151617.0         151617         151617               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 15: 0 ctx reqs, 1 gen reqs   PushPop                148066                 773692                1       148066.0       148066.0         148066         148066               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 9: 0 ctx reqs, 1 gen reqs    PushPop                121826                 759703                1       121826.0       121826.0         121826         121826               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 7: 0 ctx reqs, 1 gen reqs    PushPop                112482                 774573                1       112482.0       112482.0         112482         112482               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 11: 0 ctx reqs, 1 gen reqs   PushPop                111618                 766123                1       111618.0       111618.0         111618         111618               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 17: 0 ctx reqs, 1 gen reqs   PushPop                 96161                 763153                1        96161.0        96161.0          96161          96161               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 16: 0 ctx reqs, 1 gen reqs   PushPop                 87553                 766913                1        87553.0        87553.0          87553          87553               0.0             13         13.0            0.0            1.0
 TensorRT-LLM:setup.h2d                                             PushPop                  2720                 440307                7          388.6          384.0            384            416              12.1              7          1.0            3.0            0.0

