
NOTICE: Existing SQLite export found: nvbugs_5615248/trtllm_bench/nsys_decode_loop_v1/pyt_beam10_decode.sqlite
        It is assumed file was previously exported from: nvbugs_5615248/trtllm_bench/nsys_decode_loop_v1/pyt_beam10_decode.nsys-rep
        Consider using --force-export=true if needed.

Processing [nvbugs_5615248/trtllm_bench/nsys_decode_loop_v1/pyt_beam10_decode.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_pushpop_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Range
0.0,5408418,1,5408418.0,5408418.0,5408418,5408418,0.0,"TensorRT-LLM:[Executor] _forward_step 105: 1 ctx reqs, 0 gen reqs"
0.0,5378108,1,5378108.0,5378108.0,5378108,5378108,0.0,"TensorRT-LLM:[Executor] _forward_step 84: 1 ctx reqs, 0 gen reqs"
0.0,5355099,1,5355099.0,5355099.0,5355099,5355099,0.0,"TensorRT-LLM:[Executor] _forward_step 462: 1 ctx reqs, 0 gen reqs"
0.0,5343109,1,5343109.0,5343109.0,5343109,5343109,0.0,"TensorRT-LLM:[Executor] _forward_step 189: 1 ctx reqs, 0 gen reqs"
0.0,5317910,1,5317910.0,5317910.0,5317910,5317910,0.0,"TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs"
0.0,5292900,1,5292900.0,5292900.0,5292900,5292900,0.0,"TensorRT-LLM:[Executor] _forward_step 483: 1 ctx reqs, 0 gen reqs"
0.0,5280990,1,5280990.0,5280990.0,5280990,5280990,0.0,"TensorRT-LLM:[Executor] _forward_step 210: 1 ctx reqs, 0 gen reqs"
0.0,5279720,1,5279720.0,5279720.0,5279720,5279720,0.0,"TensorRT-LLM:[Executor] _forward_step 273: 1 ctx reqs, 0 gen reqs"
0.0,5279050,1,5279050.0,5279050.0,5279050,5279050,0.0,"TensorRT-LLM:[Executor] _forward_step 399: 1 ctx reqs, 0 gen reqs"
0.0,5271910,1,5271910.0,5271910.0,5271910,5271910,0.0,"TensorRT-LLM:[Executor] _forward_step 315: 1 ctx reqs, 0 gen reqs"
0.0,5266131,1,5266131.0,5266131.0,5266131,5266131,0.0,"TensorRT-LLM:[Executor] _forward_step 441: 1 ctx reqs, 0 gen reqs"
0.0,5257120,1,5257120.0,5257120.0,5257120,5257120,0.0,"TensorRT-LLM:[Executor] _forward_step 378: 1 ctx reqs, 0 gen reqs"
0.0,5225220,1,5225220.0,5225220.0,5225220,5225220,0.0,"TensorRT-LLM:[Executor] _forward_step 252: 1 ctx reqs, 0 gen reqs"
0.0,5221031,1,5221031.0,5221031.0,5221031,5221031,0.0,"TensorRT-LLM:[Executor] _forward_step 168: 1 ctx reqs, 0 gen reqs"
0.0,5209771,1,5209771.0,5209771.0,5209771,5209771,0.0,"TensorRT-LLM:[Executor] _forward_step 336: 1 ctx reqs, 0 gen reqs"
0.0,5206851,1,5206851.0,5206851.0,5206851,5206851,0.0,"TensorRT-LLM:[Executor] _forward_step 231: 1 ctx reqs, 0 gen reqs"
0.0,5199795,240,21665.8,20684.5,12640,97399,6036.5,CCCL:cub::DeviceScan::InclusiveScan
0.0,5196601,1,5196601.0,5196601.0,5196601,5196601,0.0,"TensorRT-LLM:[Executor] _forward_step 504: 1 ctx reqs, 0 gen reqs"
0.0,5189571,1,5189571.0,5189571.0,5189571,5189571,0.0,"TensorRT-LLM:[Executor] _forward_step 294: 1 ctx reqs, 0 gen reqs"
0.0,3916362,27,145050.4,136268.0,129828,287846,29695.2,TensorRT-LLM:setup.prepare_beam_search
0.0,3856462,27,142831.9,134318.0,127728,283866,29313.1,TensorRT-LLM:prepare_beam_search
0.0,3833302,531,7219.0,1450.0,1170,162128,24841.5,TensorRT-LLM:merge_requests
0.0,1992177,1,1992177.0,1992177.0,1992177,1992177,0.0,"TensorRT-LLM:[Executor] _forward_step 455: 0 ctx reqs, 1 gen reqs"
0.0,1974238,1,1974238.0,1974238.0,1974238,1974238,0.0,"TensorRT-LLM:[Executor] _forward_step 225: 0 ctx reqs, 1 gen reqs"
0.0,1757119,27,65078.5,58479.0,56600,204338,28107.0,TensorRT-LLM:setup.finish_reasons.update
0.0,1712410,27,63422.6,62329.0,59990,71299,3083.8,TensorRT-LLM:setup.h2d
0.0,1608242,1,1608242.0,1608242.0,1608242,1608242,0.0,"TensorRT-LLM:[Executor] _forward_step 224: 0 ctx reqs, 1 gen reqs"
0.0,1428204,1,1428204.0,1428204.0,1428204,1428204,0.0,"TensorRT-LLM:[Executor] _forward_step 130: 0 ctx reqs, 1 gen reqs"
0.0,1377277,502,2743.6,2380.0,2100,25929,1631.7,TensorRT-LLM:_update_request_states
0.0,1355057,502,2699.3,2610.0,2220,12799,804.7,TensorRT-LLM:handle_logits
0.0,1318135,1,1318135.0,1318135.0,1318135,1318135,0.0,"TensorRT-LLM:[Executor] _forward_step 242: 0 ctx reqs, 1 gen reqs"
0.0,1317084,6144,214.4,190.0,160,5600,114.3,TensorRT-LLM:wait_on_pp_send_handles
0.0,984668,27,36469.2,32210.0,31009,116489,16368.8,TensorRT-LLM:pbs.cache_indirection_zero
0.0,955530,1,955530.0,955530.0,955530,955530,0.0,"TensorRT-LLM:[Executor] _forward_step 1: 0 ctx reqs, 1 gen reqs"
0.0,938219,1,938219.0,938219.0,938219,938219,0.0,"TensorRT-LLM:[Executor] _forward_step 402: 0 ctx reqs, 1 gen reqs"
0.0,923819,1,923819.0,923819.0,923819,923819,0.0,"TensorRT-LLM:[Executor] _forward_step 213: 0 ctx reqs, 1 gen reqs"
0.0,897250,1,897250.0,897250.0,897250,897250,0.0,"TensorRT-LLM:[Executor] _forward_step 345: 0 ctx reqs, 1 gen reqs"
0.0,880400,1,880400.0,880400.0,880400,880400,0.0,"TensorRT-LLM:[Executor] _forward_step 426: 0 ctx reqs, 1 gen reqs"
0.0,878043,502,1749.1,1650.0,1370,11120,787.5,TensorRT-LLM:handle_additional_outputs
0.0,878030,1,878030.0,878030.0,878030,878030,0.0,"TensorRT-LLM:[Executor] _forward_step 454: 0 ctx reqs, 1 gen reqs"
0.0,863510,1,863510.0,863510.0,863510,863510,0.0,"TensorRT-LLM:[Executor] _forward_step 425: 0 ctx reqs, 1 gen reqs"
0.0,851380,1,851380.0,851380.0,851380,851380,0.0,"TensorRT-LLM:[Executor] _forward_step 423: 0 ctx reqs, 1 gen reqs"
0.0,847510,1,847510.0,847510.0,847510,847510,0.0,"TensorRT-LLM:[Executor] _forward_step 422: 0 ctx reqs, 1 gen reqs"
0.0,847300,1,847300.0,847300.0,847300,847300,0.0,"TensorRT-LLM:[Executor] _forward_step 424: 0 ctx reqs, 1 gen reqs"
0.0,845931,1,845931.0,845931.0,845931,845931,0.0,"TensorRT-LLM:[Executor] _forward_step 421: 0 ctx reqs, 1 gen reqs"
0.0,840770,1,840770.0,840770.0,840770,840770,0.0,"TensorRT-LLM:[Executor] _forward_step 137: 0 ctx reqs, 1 gen reqs"
0.0,838891,1,838891.0,838891.0,838891,838891,0.0,"TensorRT-LLM:[Executor] _forward_step 2: 0 ctx reqs, 1 gen reqs"
0.0,834330,1,834330.0,834330.0,834330,834330,0.0,"TensorRT-LLM:[Executor] _forward_step 439: 0 ctx reqs, 1 gen reqs"
0.0,833451,1,833451.0,833451.0,833451,833451,0.0,"TensorRT-LLM:[Executor] _forward_step 118: 0 ctx reqs, 1 gen reqs"
0.0,833220,1,833220.0,833220.0,833220,833220,0.0,"TensorRT-LLM:[Executor] _forward_step 132: 0 ctx reqs, 1 gen reqs"
0.0,833031,1,833031.0,833031.0,833031,833031,0.0,"TensorRT-LLM:[Executor] _forward_step 320: 0 ctx reqs, 1 gen reqs"
0.0,832860,1,832860.0,832860.0,832860,832860,0.0,"TensorRT-LLM:[Executor] _forward_step 151: 0 ctx reqs, 1 gen reqs"
0.0,832080,1,832080.0,832080.0,832080,832080,0.0,"TensorRT-LLM:[Executor] _forward_step 271: 0 ctx reqs, 1 gen reqs"
0.0,831780,1,831780.0,831780.0,831780,831780,0.0,"TensorRT-LLM:[Executor] _forward_step 171: 0 ctx reqs, 1 gen reqs"
0.0,831511,1,831511.0,831511.0,831511,831511,0.0,"TensorRT-LLM:[Executor] _forward_step 445: 0 ctx reqs, 1 gen reqs"
0.0,829730,1,829730.0,829730.0,829730,829730,0.0,"TensorRT-LLM:[Executor] _forward_step 139: 0 ctx reqs, 1 gen reqs"
0.0,829261,1,829261.0,829261.0,829261,829261,0.0,"TensorRT-LLM:[Executor] _forward_step 121: 0 ctx reqs, 1 gen reqs"
0.0,828880,1,828880.0,828880.0,828880,828880,0.0,"TensorRT-LLM:[Executor] _forward_step 458: 0 ctx reqs, 1 gen reqs"
0.0,828240,1,828240.0,828240.0,828240,828240,0.0,"TensorRT-LLM:[Executor] _forward_step 128: 0 ctx reqs, 1 gen reqs"
0.0,827870,1,827870.0,827870.0,827870,827870,0.0,"TensorRT-LLM:[Executor] _forward_step 220: 0 ctx reqs, 1 gen reqs"
0.0,827420,1,827420.0,827420.0,827420,827420,0.0,"TensorRT-LLM:[Executor] _forward_step 429: 0 ctx reqs, 1 gen reqs"
0.0,826771,1,826771.0,826771.0,826771,826771,0.0,"TensorRT-LLM:[Executor] _forward_step 287: 0 ctx reqs, 1 gen reqs"
0.0,826561,1,826561.0,826561.0,826561,826561,0.0,"TensorRT-LLM:[Executor] _forward_step 219: 0 ctx reqs, 1 gen reqs"
0.0,825851,1,825851.0,825851.0,825851,825851,0.0,"TensorRT-LLM:[Executor] _forward_step 113: 0 ctx reqs, 1 gen reqs"
0.0,825851,1,825851.0,825851.0,825851,825851,0.0,"TensorRT-LLM:[Executor] _forward_step 150: 0 ctx reqs, 1 gen reqs"
0.0,825600,1,825600.0,825600.0,825600,825600,0.0,"TensorRT-LLM:[Executor] _forward_step 521: 0 ctx reqs, 1 gen reqs"
0.0,825290,1,825290.0,825290.0,825290,825290,0.0,"TensorRT-LLM:[Executor] _forward_step 486: 0 ctx reqs, 1 gen reqs"
0.0,825151,1,825151.0,825151.0,825151,825151,0.0,"TensorRT-LLM:[Executor] _forward_step 161: 0 ctx reqs, 1 gen reqs"
0.0,825081,1,825081.0,825081.0,825081,825081,0.0,"TensorRT-LLM:[Executor] _forward_step 116: 0 ctx reqs, 1 gen reqs"
0.0,825081,1,825081.0,825081.0,825081,825081,0.0,"TensorRT-LLM:[Executor] _forward_step 262: 0 ctx reqs, 1 gen reqs"
0.0,825080,1,825080.0,825080.0,825080,825080,0.0,"TensorRT-LLM:[Executor] _forward_step 172: 0 ctx reqs, 1 gen reqs"
0.0,825061,1,825061.0,825061.0,825061,825061,0.0,"TensorRT-LLM:[Executor] _forward_step 456: 0 ctx reqs, 1 gen reqs"
0.0,825041,1,825041.0,825041.0,825041,825041,0.0,"TensorRT-LLM:[Executor] _forward_step 444: 0 ctx reqs, 1 gen reqs"
0.0,824921,1,824921.0,824921.0,824921,824921,0.0,"TensorRT-LLM:[Executor] _forward_step 155: 0 ctx reqs, 1 gen reqs"
0.0,824551,1,824551.0,824551.0,824551,824551,0.0,"TensorRT-LLM:[Executor] _forward_step 173: 0 ctx reqs, 1 gen reqs"
0.0,824390,1,824390.0,824390.0,824390,824390,0.0,"TensorRT-LLM:[Executor] _forward_step 4: 0 ctx reqs, 1 gen reqs"
0.0,824281,1,824281.0,824281.0,824281,824281,0.0,"TensorRT-LLM:[Executor] _forward_step 110: 0 ctx reqs, 1 gen reqs"
0.0,823691,1,823691.0,823691.0,823691,823691,0.0,"TensorRT-LLM:[Executor] _forward_step 123: 0 ctx reqs, 1 gen reqs"
0.0,822871,1,822871.0,822871.0,822871,822871,0.0,"TensorRT-LLM:[Executor] _forward_step 249: 0 ctx reqs, 1 gen reqs"
0.0,822790,1,822790.0,822790.0,822790,822790,0.0,"TensorRT-LLM:[Executor] _forward_step 488: 0 ctx reqs, 1 gen reqs"
0.0,822771,1,822771.0,822771.0,822771,822771,0.0,"TensorRT-LLM:[Executor] _forward_step 437: 0 ctx reqs, 1 gen reqs"
0.0,822621,1,822621.0,822621.0,822621,822621,0.0,"TensorRT-LLM:[Executor] _forward_step 431: 0 ctx reqs, 1 gen reqs"
0.0,822571,1,822571.0,822571.0,822571,822571,0.0,"TensorRT-LLM:[Executor] _forward_step 368: 0 ctx reqs, 1 gen reqs"
0.0,822541,1,822541.0,822541.0,822541,822541,0.0,"TensorRT-LLM:[Executor] _forward_step 107: 0 ctx reqs, 1 gen reqs"
0.0,822220,1,822220.0,822220.0,822220,822220,0.0,"TensorRT-LLM:[Executor] _forward_step 179: 0 ctx reqs, 1 gen reqs"
0.0,822170,1,822170.0,822170.0,822170,822170,0.0,"TensorRT-LLM:[Executor] _forward_step 120: 0 ctx reqs, 1 gen reqs"
0.0,821810,1,821810.0,821810.0,821810,821810,0.0,"TensorRT-LLM:[Executor] _forward_step 339: 0 ctx reqs, 1 gen reqs"
0.0,821781,1,821781.0,821781.0,821781,821781,0.0,"TensorRT-LLM:[Executor] _forward_step 23: 0 ctx reqs, 1 gen reqs"
0.0,820961,1,820961.0,820961.0,820961,820961,0.0,"TensorRT-LLM:[Executor] _forward_step 195: 0 ctx reqs, 1 gen reqs"
0.0,820960,1,820960.0,820960.0,820960,820960,0.0,"TensorRT-LLM:[Executor] _forward_step 430: 0 ctx reqs, 1 gen reqs"
0.0,820731,1,820731.0,820731.0,820731,820731,0.0,"TensorRT-LLM:[Executor] _forward_step 134: 0 ctx reqs, 1 gen reqs"
0.0,820691,1,820691.0,820691.0,820691,820691,0.0,"TensorRT-LLM:[Executor] _forward_step 117: 0 ctx reqs, 1 gen reqs"
0.0,820611,1,820611.0,820611.0,820611,820611,0.0,"TensorRT-LLM:[Executor] _forward_step 305: 0 ctx reqs, 1 gen reqs"
0.0,820530,1,820530.0,820530.0,820530,820530,0.0,"TensorRT-LLM:[Executor] _forward_step 492: 0 ctx reqs, 1 gen reqs"
0.0,820521,1,820521.0,820521.0,820521,820521,0.0,"TensorRT-LLM:[Executor] _forward_step 202: 0 ctx reqs, 1 gen reqs"
0.0,820180,1,820180.0,820180.0,820180,820180,0.0,"TensorRT-LLM:[Executor] _forward_step 375: 0 ctx reqs, 1 gen reqs"
0.0,820151,1,820151.0,820151.0,820151,820151,0.0,"TensorRT-LLM:[Executor] _forward_step 211: 0 ctx reqs, 1 gen reqs"
0.0,820101,1,820101.0,820101.0,820101,820101,0.0,"TensorRT-LLM:[Executor] _forward_step 127: 0 ctx reqs, 1 gen reqs"
0.0,819761,1,819761.0,819761.0,819761,819761,0.0,"TensorRT-LLM:[Executor] _forward_step 163: 0 ctx reqs, 1 gen reqs"
0.0,819660,1,819660.0,819660.0,819660,819660,0.0,"TensorRT-LLM:[Executor] _forward_step 170: 0 ctx reqs, 1 gen reqs"
0.0,819660,1,819660.0,819660.0,819660,819660,0.0,"TensorRT-LLM:[Executor] _forward_step 216: 0 ctx reqs, 1 gen reqs"
0.0,819371,1,819371.0,819371.0,819371,819371,0.0,"TensorRT-LLM:[Executor] _forward_step 427: 0 ctx reqs, 1 gen reqs"
0.0,819370,1,819370.0,819370.0,819370,819370,0.0,"TensorRT-LLM:[Executor] _forward_step 158: 0 ctx reqs, 1 gen reqs"
0.0,819130,1,819130.0,819130.0,819130,819130,0.0,"TensorRT-LLM:[Executor] _forward_step 154: 0 ctx reqs, 1 gen reqs"
0.0,819091,1,819091.0,819091.0,819091,819091,0.0,"TensorRT-LLM:[Executor] _forward_step 207: 0 ctx reqs, 1 gen reqs"
0.0,819021,1,819021.0,819021.0,819021,819021,0.0,"TensorRT-LLM:[Executor] _forward_step 145: 0 ctx reqs, 1 gen reqs"
0.0,818880,1,818880.0,818880.0,818880,818880,0.0,"TensorRT-LLM:[Executor] _forward_step 256: 0 ctx reqs, 1 gen reqs"
0.0,818861,1,818861.0,818861.0,818861,818861,0.0,"TensorRT-LLM:[Executor] _forward_step 353: 0 ctx reqs, 1 gen reqs"
0.0,818721,1,818721.0,818721.0,818721,818721,0.0,"TensorRT-LLM:[Executor] _forward_step 27: 0 ctx reqs, 1 gen reqs"
0.0,818320,1,818320.0,818320.0,818320,818320,0.0,"TensorRT-LLM:[Executor] _forward_step 310: 0 ctx reqs, 1 gen reqs"
0.0,818251,1,818251.0,818251.0,818251,818251,0.0,"TensorRT-LLM:[Executor] _forward_step 270: 0 ctx reqs, 1 gen reqs"
0.0,818230,1,818230.0,818230.0,818230,818230,0.0,"TensorRT-LLM:[Executor] _forward_step 452: 0 ctx reqs, 1 gen reqs"
0.0,818101,1,818101.0,818101.0,818101,818101,0.0,"TensorRT-LLM:[Executor] _forward_step 447: 0 ctx reqs, 1 gen reqs"
0.0,818091,1,818091.0,818091.0,818091,818091,0.0,"TensorRT-LLM:[Executor] _forward_step 114: 0 ctx reqs, 1 gen reqs"
0.0,817921,1,817921.0,817921.0,817921,817921,0.0,"TensorRT-LLM:[Executor] _forward_step 38: 0 ctx reqs, 1 gen reqs"
0.0,817900,1,817900.0,817900.0,817900,817900,0.0,"TensorRT-LLM:[Executor] _forward_step 428: 0 ctx reqs, 1 gen reqs"
0.0,817871,1,817871.0,817871.0,817871,817871,0.0,"TensorRT-LLM:[Executor] _forward_step 259: 0 ctx reqs, 1 gen reqs"
0.0,817731,1,817731.0,817731.0,817731,817731,0.0,"TensorRT-LLM:[Executor] _forward_step 283: 0 ctx reqs, 1 gen reqs"
0.0,817481,1,817481.0,817481.0,817481,817481,0.0,"TensorRT-LLM:[Executor] _forward_step 156: 0 ctx reqs, 1 gen reqs"
0.0,817441,1,817441.0,817441.0,817441,817441,0.0,"TensorRT-LLM:[Executor] _forward_step 106: 0 ctx reqs, 1 gen reqs"
0.0,817420,1,817420.0,817420.0,817420,817420,0.0,"TensorRT-LLM:[Executor] _forward_step 115: 0 ctx reqs, 1 gen reqs"
0.0,817251,1,817251.0,817251.0,817251,817251,0.0,"TensorRT-LLM:[Executor] _forward_step 433: 0 ctx reqs, 1 gen reqs"
0.0,817201,1,817201.0,817201.0,817201,817201,0.0,"TensorRT-LLM:[Executor] _forward_step 129: 0 ctx reqs, 1 gen reqs"
0.0,817061,1,817061.0,817061.0,817061,817061,0.0,"TensorRT-LLM:[Executor] _forward_step 490: 0 ctx reqs, 1 gen reqs"
0.0,817010,1,817010.0,817010.0,817010,817010,0.0,"TensorRT-LLM:[Executor] _forward_step 40: 0 ctx reqs, 1 gen reqs"
0.0,816731,1,816731.0,816731.0,816731,816731,0.0,"TensorRT-LLM:[Executor] _forward_step 298: 0 ctx reqs, 1 gen reqs"
0.0,816581,1,816581.0,816581.0,816581,816581,0.0,"TensorRT-LLM:[Executor] _forward_step 450: 0 ctx reqs, 1 gen reqs"
0.0,816511,1,816511.0,816511.0,816511,816511,0.0,"TensorRT-LLM:[Executor] _forward_step 484: 0 ctx reqs, 1 gen reqs"
0.0,815970,1,815970.0,815970.0,815970,815970,0.0,"TensorRT-LLM:[Executor] _forward_step 481: 0 ctx reqs, 1 gen reqs"
0.0,815951,1,815951.0,815951.0,815951,815951,0.0,"TensorRT-LLM:[Executor] _forward_step 192: 0 ctx reqs, 1 gen reqs"
0.0,815941,1,815941.0,815941.0,815941,815941,0.0,"TensorRT-LLM:[Executor] _forward_step 449: 0 ctx reqs, 1 gen reqs"
0.0,815920,1,815920.0,815920.0,815920,815920,0.0,"TensorRT-LLM:[Executor] _forward_step 265: 0 ctx reqs, 1 gen reqs"
0.0,815721,1,815721.0,815721.0,815721,815721,0.0,"TensorRT-LLM:[Executor] _forward_step 308: 0 ctx reqs, 1 gen reqs"
0.0,815710,1,815710.0,815710.0,815710,815710,0.0,"TensorRT-LLM:[Executor] _forward_step 258: 0 ctx reqs, 1 gen reqs"
0.0,815641,1,815641.0,815641.0,815641,815641,0.0,"TensorRT-LLM:[Executor] _forward_step 7: 0 ctx reqs, 1 gen reqs"
0.0,815570,1,815570.0,815570.0,815570,815570,0.0,"TensorRT-LLM:[Executor] _forward_step 369: 0 ctx reqs, 1 gen reqs"
0.0,815561,1,815561.0,815561.0,815561,815561,0.0,"TensorRT-LLM:[Executor] _forward_step 520: 0 ctx reqs, 1 gen reqs"
0.0,815461,1,815461.0,815461.0,815461,815461,0.0,"TensorRT-LLM:[Executor] _forward_step 133: 0 ctx reqs, 1 gen reqs"
0.0,815451,1,815451.0,815451.0,815451,815451,0.0,"TensorRT-LLM:[Executor] _forward_step 143: 0 ctx reqs, 1 gen reqs"
0.0,815440,1,815440.0,815440.0,815440,815440,0.0,"TensorRT-LLM:[Executor] _forward_step 432: 0 ctx reqs, 1 gen reqs"
0.0,815281,1,815281.0,815281.0,815281,815281,0.0,"TensorRT-LLM:[Executor] _forward_step 459: 0 ctx reqs, 1 gen reqs"
0.0,815260,1,815260.0,815260.0,815260,815260,0.0,"TensorRT-LLM:[Executor] _forward_step 349: 0 ctx reqs, 1 gen reqs"
0.0,815260,1,815260.0,815260.0,815260,815260,0.0,"TensorRT-LLM:[Executor] _forward_step 8: 0 ctx reqs, 1 gen reqs"
0.0,815151,1,815151.0,815151.0,815151,815151,0.0,"TensorRT-LLM:[Executor] _forward_step 144: 0 ctx reqs, 1 gen reqs"
0.0,815080,1,815080.0,815080.0,815080,815080,0.0,"TensorRT-LLM:[Executor] _forward_step 263: 0 ctx reqs, 1 gen reqs"
0.0,814901,1,814901.0,814901.0,814901,814901,0.0,"TensorRT-LLM:[Executor] _forward_step 111: 0 ctx reqs, 1 gen reqs"
0.0,814901,1,814901.0,814901.0,814901,814901,0.0,"TensorRT-LLM:[Executor] _forward_step 152: 0 ctx reqs, 1 gen reqs"
0.0,814620,1,814620.0,814620.0,814620,814620,0.0,"TensorRT-LLM:[Executor] _forward_step 187: 0 ctx reqs, 1 gen reqs"
0.0,814581,1,814581.0,814581.0,814581,814581,0.0,"TensorRT-LLM:[Executor] _forward_step 131: 0 ctx reqs, 1 gen reqs"
0.0,814560,1,814560.0,814560.0,814560,814560,0.0,"TensorRT-LLM:[Executor] _forward_step 448: 0 ctx reqs, 1 gen reqs"
0.0,814550,1,814550.0,814550.0,814550,814550,0.0,"TensorRT-LLM:[Executor] _forward_step 136: 0 ctx reqs, 1 gen reqs"
0.0,814521,1,814521.0,814521.0,814521,814521,0.0,"TensorRT-LLM:[Executor] _forward_step 489: 0 ctx reqs, 1 gen reqs"
0.0,814430,1,814430.0,814430.0,814430,814430,0.0,"TensorRT-LLM:[Executor] _forward_step 494: 0 ctx reqs, 1 gen reqs"
0.0,814371,1,814371.0,814371.0,814371,814371,0.0,"TensorRT-LLM:[Executor] _forward_step 159: 0 ctx reqs, 1 gen reqs"
0.0,814331,1,814331.0,814331.0,814331,814331,0.0,"TensorRT-LLM:[Executor] _forward_step 523: 0 ctx reqs, 1 gen reqs"
0.0,814281,1,814281.0,814281.0,814281,814281,0.0,"TensorRT-LLM:[Executor] _forward_step 164: 0 ctx reqs, 1 gen reqs"
0.0,814081,1,814081.0,814081.0,814081,814081,0.0,"TensorRT-LLM:[Executor] _forward_step 284: 0 ctx reqs, 1 gen reqs"
0.0,814061,1,814061.0,814061.0,814061,814061,0.0,"TensorRT-LLM:[Executor] _forward_step 442: 0 ctx reqs, 1 gen reqs"
0.0,814051,1,814051.0,814051.0,814051,814051,0.0,"TensorRT-LLM:[Executor] _forward_step 52: 0 ctx reqs, 1 gen reqs"
0.0,814021,1,814021.0,814021.0,814021,814021,0.0,"TensorRT-LLM:[Executor] _forward_step 309: 0 ctx reqs, 1 gen reqs"
0.0,813971,1,813971.0,813971.0,813971,813971,0.0,"TensorRT-LLM:[Executor] _forward_step 191: 0 ctx reqs, 1 gen reqs"
0.0,813861,1,813861.0,813861.0,813861,813861,0.0,"TensorRT-LLM:[Executor] _forward_step 3: 0 ctx reqs, 1 gen reqs"
0.0,813830,1,813830.0,813830.0,813830,813830,0.0,"TensorRT-LLM:[Executor] _forward_step 165: 0 ctx reqs, 1 gen reqs"
