
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_pushpop_sum.py]... 

 ** NVTX Push/Pop Range Summary (nvtx_pushpop_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                                Range                              
      0.1           961866          1     961866.0     961866.0     961866     961866          0.0  TensorRT-LLM:[Executor] _forward_step 111: 0 ctx reqs, 1 gen reqs
      0.1           960406          1     960406.0     960406.0     960406     960406          0.0  TensorRT-LLM:[Executor] _forward_step 103: 0 ctx reqs, 1 gen reqs
      0.1           959366          1     959366.0     959366.0     959366     959366          0.0  TensorRT-LLM:[Executor] _forward_step 119: 0 ctx reqs, 1 gen reqs
      0.1           959025          1     959025.0     959025.0     959025     959025          0.0  TensorRT-LLM:[Executor] _forward_step 99: 0 ctx reqs, 1 gen reqs 
      0.1           958486          1     958486.0     958486.0     958486     958486          0.0  TensorRT-LLM:[Executor] _forward_step 109: 0 ctx reqs, 1 gen reqs
      0.1           958096          1     958096.0     958096.0     958096     958096          0.0  TensorRT-LLM:[Executor] _forward_step 80: 0 ctx reqs, 1 gen reqs 
      0.1           956616          1     956616.0     956616.0     956616     956616          0.0  TensorRT-LLM:[Executor] _forward_step 92: 0 ctx reqs, 1 gen reqs 
      0.1           955416          1     955416.0     955416.0     955416     955416          0.0  TensorRT-LLM:[Executor] _forward_step 66: 0 ctx reqs, 1 gen reqs 
      0.1           954646          1     954646.0     954646.0     954646     954646          0.0  TensorRT-LLM:[Executor] _forward_step 96: 0 ctx reqs, 1 gen reqs 
      0.1           954526          1     954526.0     954526.0     954526     954526          0.0  TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs
      0.1           954486          1     954486.0     954486.0     954486     954486          0.0  TensorRT-LLM:[Executor] _forward_step 78: 0 ctx reqs, 1 gen reqs 
      0.1           954356          1     954356.0     954356.0     954356     954356          0.0  TensorRT-LLM:[Executor] _forward_step 117: 0 ctx reqs, 1 gen reqs
      0.1           953196          1     953196.0     953196.0     953196     953196          0.0  TensorRT-LLM:[Executor] _forward_step 67: 0 ctx reqs, 1 gen reqs 
      0.1           952976          1     952976.0     952976.0     952976     952976          0.0  TensorRT-LLM:[Executor] _forward_step 113: 0 ctx reqs, 1 gen reqs
      0.1           952726          1     952726.0     952726.0     952726     952726          0.0  TensorRT-LLM:[Executor] _forward_step 97: 0 ctx reqs, 1 gen reqs 
      0.1           952196          1     952196.0     952196.0     952196     952196          0.0  TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs
      0.1           951526          1     951526.0     951526.0     951526     951526          0.0  TensorRT-LLM:[Executor] _forward_step 93: 0 ctx reqs, 1 gen reqs 
      0.1           951496          1     951496.0     951496.0     951496     951496          0.0  TensorRT-LLM:[Executor] _forward_step 112: 0 ctx reqs, 1 gen reqs
      0.1           950385          1     950385.0     950385.0     950385     950385          0.0  TensorRT-LLM:[Executor] _forward_step 106: 0 ctx reqs, 1 gen reqs
      0.1           948296          1     948296.0     948296.0     948296     948296          0.0  TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs 
      0.1           948146          1     948146.0     948146.0     948146     948146          0.0  TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs
      0.1           947526          1     947526.0     947526.0     947526     947526          0.0  TensorRT-LLM:[Executor] _forward_step 120: 0 ctx reqs, 1 gen reqs
      0.1           947276          1     947276.0     947276.0     947276     947276          0.0  TensorRT-LLM:[Executor] _forward_step 68: 0 ctx reqs, 1 gen reqs 
      0.1           946776          1     946776.0     946776.0     946776     946776          0.0  TensorRT-LLM:[Executor] _forward_step 73: 0 ctx reqs, 1 gen reqs 
      0.1           946725          1     946725.0     946725.0     946725     946725          0.0  TensorRT-LLM:[Executor] _forward_step 72: 0 ctx reqs, 1 gen reqs 
      0.1           946436          1     946436.0     946436.0     946436     946436          0.0  TensorRT-LLM:[Executor] _forward_step 86: 0 ctx reqs, 1 gen reqs 
      0.1           946416          1     946416.0     946416.0     946416     946416          0.0  TensorRT-LLM:[Executor] _forward_step 116: 0 ctx reqs, 1 gen reqs
      0.1           945936          1     945936.0     945936.0     945936     945936          0.0  TensorRT-LLM:[Executor] _forward_step 71: 0 ctx reqs, 1 gen reqs 
      0.1           945776          1     945776.0     945776.0     945776     945776          0.0  TensorRT-LLM:[Executor] _forward_step 123: 0 ctx reqs, 1 gen reqs
      0.1           945595          1     945595.0     945595.0     945595     945595          0.0  TensorRT-LLM:[Executor] _forward_step 121: 0 ctx reqs, 1 gen reqs
      0.1           945416          1     945416.0     945416.0     945416     945416          0.0  TensorRT-LLM:[Executor] _forward_step 65: 0 ctx reqs, 1 gen reqs 
      0.1           944916          1     944916.0     944916.0     944916     944916          0.0  TensorRT-LLM:[Executor] _forward_step 81: 0 ctx reqs, 1 gen reqs 
      0.1           944366          1     944366.0     944366.0     944366     944366          0.0  TensorRT-LLM:[Executor] _forward_step 115: 0 ctx reqs, 1 gen reqs
      0.1           944266          1     944266.0     944266.0     944266     944266          0.0  TensorRT-LLM:[Executor] _forward_step 124: 0 ctx reqs, 1 gen reqs
      0.1           943216          1     943216.0     943216.0     943216     943216          0.0  TensorRT-LLM:[Executor] _forward_step 89: 0 ctx reqs, 1 gen reqs 
      0.1           942076          1     942076.0     942076.0     942076     942076          0.0  TensorRT-LLM:[Executor] _forward_step 88: 0 ctx reqs, 1 gen reqs 
      0.1           942046          1     942046.0     942046.0     942046     942046          0.0  TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs 
      0.1           941806          1     941806.0     941806.0     941806     941806          0.0  TensorRT-LLM:[Executor] _forward_step 85: 0 ctx reqs, 1 gen reqs 
      0.1           941796          1     941796.0     941796.0     941796     941796          0.0  TensorRT-LLM:[Executor] _forward_step 90: 0 ctx reqs, 1 gen reqs 
      0.1           941656          1     941656.0     941656.0     941656     941656          0.0  TensorRT-LLM:[Executor] _forward_step 87: 0 ctx reqs, 1 gen reqs 
      0.1           941576          1     941576.0     941576.0     941576     941576          0.0  TensorRT-LLM:[Executor] _forward_step 75: 0 ctx reqs, 1 gen reqs 
      0.1           941376          1     941376.0     941376.0     941376     941376          0.0  TensorRT-LLM:[Executor] _forward_step 122: 0 ctx reqs, 1 gen reqs
      0.1           940596          1     940596.0     940596.0     940596     940596          0.0  TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs 
      0.1           939456          1     939456.0     939456.0     939456     939456          0.0  TensorRT-LLM:[Executor] _forward_step 110: 0 ctx reqs, 1 gen reqs
      0.1           933646          1     933646.0     933646.0     933646     933646          0.0  TensorRT-LLM:[Executor] _forward_step 95: 0 ctx reqs, 1 gen reqs 
      0.1           932126          1     932126.0     932126.0     932126     932126          0.0  TensorRT-LLM:[Executor] _forward_step 107: 0 ctx reqs, 1 gen reqs
      0.1           929196          1     929196.0     929196.0     929196     929196          0.0  TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs 
      0.1           877988         63      13936.3      13070.0      12440      54500       5268.6  TensorRT-LLM:_schedule                                           
      0.1           829459         60      13824.3       6565.0       4920     189199      32677.2  TensorRT-LLM:update_resources                                    
      0.0           489328         63       7767.1       1400.0       1120     194489      29913.7  TensorRT-LLM:merge_requests                                      
      0.0           171939         60       2865.7       2445.0       2270       9330       1384.7  TensorRT-LLM:_update_request_states                              
      0.0           154309         60       2571.8       2524.5       2330       4510        290.8  TensorRT-LLM:handle_logits                                       
      0.0           115450         60       1924.2       1880.0       1510       5890        547.1  TensorRT-LLM:handle_additional_outputs                           
      0.0            82410         60       1373.5       1375.0       1050       2210        162.3  TensorRT-LLM:_send_kv_async                                      
      0.0            66049          3      22016.3      21500.0      17799      26750       4497.8  CCCL:cub::DeviceScan::InclusiveScan                              
      0.0            57759         63        916.8        860.0        710       2400        230.1  TensorRT-LLM:broadcast_requests                                  
      0.0            55450          3      18483.3      15350.0      14790      25310       5918.7  cuBLAS:cublasLtTSTMatmul                                         
      0.0            43860         60        731.0        710.0        590       1280        107.7  TensorRT-LLM:_handle_canceled_requests                           
      0.0            36740         63        583.2        480.0        330       4920        576.3  TensorRT-LLM:_pad_attention_dp_dummy_request                     
      0.0            22530          3       7510.0       5640.0       4990      11900       3815.7  cuBLAS:cublasLtTSTMatmulAlgoGetHeuristic                         

