
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_gpu_proj_sum.py]... 

 ** NVTX GPU Projection Summary (nvtx_gpu_proj_sum):

                               Range                                 Style   Total Proj Time (ns)  Total Range Time (ns)  Range Instances  Proj Avg (ns)  Proj Med (ns)  Proj Min (ns)  Proj Max (ns)  Proj StdDev (ns)  Total GPU Ops  Avg GPU Ops  Avg Range Lvl  Avg Num Child
 TensorRT-LLM:[Executor] _forward_step 99: 0 ctx reqs, 1 gen reqs   PushPop               4063924                 959025                1      4063924.0      4063924.0        4063924        4063924               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 118: 0 ctx reqs, 1 gen reqs  PushPop               4063668                 968195                1      4063668.0      4063668.0        4063668        4063668               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 80: 0 ctx reqs, 1 gen reqs   PushPop               4063347                 958096                1      4063347.0      4063347.0        4063347        4063347               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs  PushPop               4060308                 954526                1      4060308.0      4060308.0        4060308        4060308               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 107: 0 ctx reqs, 1 gen reqs  PushPop               4059027                 932126                1      4059027.0      4059027.0        4059027        4059027               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 69: 0 ctx reqs, 1 gen reqs   PushPop               4055700                 992166                1      4055700.0      4055700.0        4055700        4055700               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 92: 0 ctx reqs, 1 gen reqs   PushPop               4055443                 956616                1      4055443.0      4055443.0        4055443        4055443               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 91: 0 ctx reqs, 1 gen reqs   PushPop               4055156                 965546                1      4055156.0      4055156.0        4055156        4055156               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 67: 0 ctx reqs, 1 gen reqs   PushPop               4052436                 953196                1      4052436.0      4052436.0        4052436        4052436               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 87: 0 ctx reqs, 1 gen reqs   PushPop               4051284                 941656                1      4051284.0      4051284.0        4051284        4051284               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs   PushPop               4049171                 940596                1      4049171.0      4049171.0        4049171        4049171               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 110: 0 ctx reqs, 1 gen reqs  PushPop               4043155                 939456                1      4043155.0      4043155.0        4043155        4043155               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs   PushPop               4041171                 948296                1      4041171.0      4041171.0        4041171        4041171               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 121: 0 ctx reqs, 1 gen reqs  PushPop               4040915                 945595                1      4040915.0      4040915.0        4040915        4040915               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 95: 0 ctx reqs, 1 gen reqs   PushPop               4040531                 933646                1      4040531.0      4040531.0        4040531        4040531               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 77: 0 ctx reqs, 1 gen reqs   PushPop               4038131                 970806                1      4038131.0      4038131.0        4038131        4038131               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs   PushPop               4026036                 929196                1      4026036.0      4026036.0        4026036        4026036               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 122: 0 ctx reqs, 1 gen reqs  PushPop               4025299                 941376                1      4025299.0      4025299.0        4025299        4025299               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 119: 0 ctx reqs, 1 gen reqs  PushPop               4023955                 959366                1      4023955.0      4023955.0        4023955        4023955               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 90: 0 ctx reqs, 1 gen reqs   PushPop               4023700                 941796                1      4023700.0      4023700.0        4023700        4023700               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 88: 0 ctx reqs, 1 gen reqs   PushPop               4020403                 942076                1      4020403.0      4020403.0        4020403        4020403               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 89: 0 ctx reqs, 1 gen reqs   PushPop               4013427                 943216                1      4013427.0      4013427.0        4013427        4013427               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 93: 0 ctx reqs, 1 gen reqs   PushPop               4013395                 951526                1      4013395.0      4013395.0        4013395        4013395               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs   PushPop               4012052                 942046                1      4012052.0      4012052.0        4012052        4012052               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 123: 0 ctx reqs, 1 gen reqs  PushPop               4011315                 945776                1      4011315.0      4011315.0        4011315        4011315               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 115: 0 ctx reqs, 1 gen reqs  PushPop               4002516                 944366                1      4002516.0      4002516.0        4002516        4002516               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 112: 0 ctx reqs, 1 gen reqs  PushPop               3989971                 951496                1      3989971.0      3989971.0        3989971        3989971               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 96: 0 ctx reqs, 1 gen reqs   PushPop               3989076                 954646                1      3989076.0      3989076.0        3989076        3989076               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:[Executor] _forward_step 86: 0 ctx reqs, 1 gen reqs   PushPop               3973331                 946436                1      3973331.0      3973331.0        3973331        3973331               0.0             14         14.0            0.0            1.0
 TensorRT-LLM:_write_finish_reasons                                 PushPop               2665833               17211320               60        44430.6        32928.0          32704         289282           50739.6            900         15.0            2.0            0.0
 TensorRT-LLM:maybe_create_beam_histories                           PushPop               2538540               13122235               60        42309.0        33248.0          27744         190657           31039.8            540          9.0            2.0            0.0
 TensorRT-LLM:setup_sampler_step                                    PushPop               1515271                1720413                3       505090.3       497346.0         492930         524995           17378.8             78         26.0            2.0            0.0
 cuBLAS:cublasLtTSTMatmul                                           PushPop                548099                  55450                3       182699.7       182753.0         182465         182881             213.1              3          1.0            0.0            0.0
 CCCL:cub::DeviceScan::InclusiveSumByKey                            PushPop                508451                1615015              120         4237.1         4096.0           3872          10560             983.9            240          2.0            0.0            0.0
 TensorRT-LLM:update_original_tokens                                PushPop                494018                4548645               60         8233.6         6304.0           6112          52544            8670.0            180          3.0            2.0            0.0
 CCCL:cub::DeviceScan::InclusiveScan                                PushPop                  9856                  66049                3         3285.3         3296.0           3264           3296              18.5              6          2.0            0.0            0.0

