
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_kern_sum.py]... 
NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,2976,1488.0,1488.0,1312,1664,248.9,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,2528,2528.0,2528.0,2528,2528,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,2432,1216.0,1216.0,1056,1376,226.3,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,2272,2272.0,2272.0,2272,2272,0.0,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1888,1888.0,1888.0,1888,1888,0.0,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(bool, c10::BFloat16, c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1536,1536.0,1536.0,1536,1536,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long>>::Policy1000, const long *, long *, at_cuda_detail::cub::ScanTileState<long, (bool)1>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, (bool)0, at_cuda_detail::cub::NullType>(T2, T3, T4, int, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1504,1504.0,1504.0,1504,1504,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1440,1440.0,1440.0,1440,1440,0.0,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1440,1440.0,1440.0,1440,1440,0.0,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1408,1408.0,1408.0,1408,1408,0.0,"void at::native::unrolled_elementwise_kernel<at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1184,1184.0,1184.0,1184,1184,0.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1184,1184.0,1184.0,1184,1184,0.0,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1088,1088.0,1088.0,1088,1088,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,896,896.0,896.0,896,896,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,832,832.0,832.0,832,832,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T1, int)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,89,3192080,35866.1,36928.0,14496,183937,26115.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Params)
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,22,276512,12568.7,12560.0,12448,12768,91.0,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,44,94465,2146.9,2128.0,1760,2368,144.2,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,22,24640,1120.0,1120.0,1088,1184,19.8,silu_and_mul_kernel
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,4800,2400.0,2400.0,2112,2688,407.3,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,4384,4384.0,4384.0,4384,4384,0.0,"void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,2976,1488.0,1488.0,1312,1664,248.9,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,2592,2592.0,2592.0,2592,2592,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,2432,1216.0,1216.0,1056,1376,226.3,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,2368,2368.0,2368.0,2368,2368,0.0,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1888,1888.0,1888.0,1888,1888,0.0,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(bool, c10::BFloat16, c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1536,1536.0,1536.0,1536,1536,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long>>::Policy1000, const long *, long *, at_cuda_detail::cub::ScanTileState<long, (bool)1>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, (bool)0, at_cuda_detail::cub::NullType>(T2, T3, T4, int, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1504,1504.0,1504.0,1504,1504,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1472,1472.0,1472.0,1472,1472,0.0,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1440,1440.0,1440.0,1440,1440,0.0,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1376,1376.0,1376.0,1376,1376,0.0,"void at::native::unrolled_elementwise_kernel<at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1216,1216.0,1216.0,1216,1216,0.0,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1152,1152.0,1152.0,1152,1152,0.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,1088,1088.0,1088.0,1088,1088,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,896,896.0,896.0,896,896,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,864,864.0,864.0,864,864,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T1, int)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,89,3192368,35869.3,36576.0,14432,184161,26099.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Params)
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,22,279393,12699.7,12688.5,12544,13088,115.7,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,44,94656,2151.3,2128.0,1760,2464,146.7,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,22,24608,1118.5,1120.0,1088,1152,18.4,silu_and_mul_kernel
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,4928,2464.0,2464.0,2176,2752,407.3,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,4320,4320.0,4320.0,4320,4320,0.0,"void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,2912,1456.0,1456.0,1280,1632,248.9,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,2560,2560.0,2560.0,2560,2560,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,2,2400,1200.0,1200.0,1024,1376,248.9,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,3879,4021,1,1,2272,2272.0,2272.0,2272,2272,0.0,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)"
