conv	turn	fresh	reused_tok	num_total_blk	num_new_blk	num_reused_blk	num_missed_blk	kv_size_bytes	kv_xfer_ms	wait_ms	ttft_agg_ms	ttft_disagg_ms	delta_ttft_ms	xfer_prep_ms	xfer_preproc_ms	xfer_transmissions_ms	xfer_postproc_ms
aa-rwlt-coding-agent-010	38	510	41149	1302	0	0	1302	1663893504	82.311	95.364	78.668	187.925	109.257				
aa-rwlt-coding-agent-010	39	246	41659	1310	0	0	1310	1674117120	83.21	96.326	71.349	188.16	116.811				
aa-rwlt-coding-agent-010	40	733	41905	1333	0	0	1333	1703510016	85.829	99.373	83.786	202.915	119.129				
aa-rwlt-coding-agent-010	41	2488	42638	1411	0	0	1411	1803190272	94.458	108.881	124.339	252.878	128.539				
aa-rwlt-coding-agent-010	42	145	45126	1415	0	0	1415	1808302080	95.752	109.592	76.126	203.312	127.186				
aa-rwlt-coding-agent-010	43	87	45271	1418	0	0	1418	1812135936	95.933	109.821	75.817	204.96	129.143				
aa-rwlt-coding-agent-010	44	1067	45358	1451	0	0	1451	1854308352	100.469	115.127	113.023	238.141	125.118				
aa-rwlt-coding-agent-010	45	85	46425	1454	0	0	1454	1858142208	100.556	114.78	77.409	210.315	132.906				
aa-rwlt-coding-agent-010	46	1071	46510	1487	0	0	1487	1900314624	105.087	119.649	103.078	244.143	141.065				
aa-rwlt-coding-agent-010	47	87	47581	1490	0	0	1490	1904148480	104.672	119.273	77.602	573.889	496.287				
aa-rwlt-coding-agent-010	48	201	47668	1496	0	0	1496	1911816192	110.999	127.654	79.282	234.747	155.465				
aa-rwlt-coding-agent-010	49	380	47869	1508	0	0	1508	1927151616	125.608	140.994	85.093	246.404	161.311				
aa-rwlt-coding-agent-010	50	533	48249	1525	0	0	1525	1948876800	112.758	127.953	93.038	242.059	149.021				
aa-rwlt-coding-agent-010	51	234	48782	1532	0	0	1532	1957822464	113.117	128.055	81.604	231.94	150.336				
aa-rwlt-coding-agent-010	52	839	49016	1558	0	0	1558	1991049216	117.791	133.238	96.139	251.817	155.678				
aa-rwlt-coding-agent-010	53	74	49855	1561	0	0	1561	1994883072	147.167	162.394	88.192	264.487	176.295				
aa-rwlt-coding-agent-010	54	1082	49929	1595	0	0	1595	2038333440	123.233	138.62	109.681	270.732	161.051				
aa-rwlt-coding-agent-010	55	1919	51011	1655	0	0	1655	2115010560	140.698	156.832	128.917	310.165	181.248				
aa-rwlt-coding-agent-010	56	1440	52930	1700	0	0	1700	2172518400	199.988	216.302	117.72	356.874	239.154				
aa-rwlt-coding-agent-010	57	1992	54370	1762	0	0	1762	2251751424	226.632	243.598	136.798	405.259	268.461				
aa-rwlt-coding-agent-010	58	187	56362	1768	0	0	1768	2259419136	172.098	188.81	91.489	303.151	211.662				
aa-rwlt-coding-agent-010	59	1564	56549	1817	0	0	1817	2322038784	198.874	216.671	136.406	377.086	240.68				
aa-rwlt-coding-agent-010	60	828	58113	1842	0	0	1842	2353987584	164.22	181.575	109.834	314.124	204.29				
aa-rwlt-coding-agent-010	61	804	58941	1868	0	0	1868	2387214336	169.511	186.966	111.048	321.695	210.647				
aa-rwlt-coding-agent-010	62	739	59745	1891	0	0	1891	2416607232	218.788	236.399	111.387	371.31	259.923				
aa-rwlt-coding-agent-010	63	659	60484	1911	0	0	1911	2442166272	181.043	198.783	110.922	334.898	223.976				
aa-rwlt-coding-agent-010	64	1252	61143	1950	0	0	1950	2492006400	249.088	267.431	129.745	424.658	294.913				
aa-rwlt-coding-agent-010	65	442	62395	1964	0	0	1964	2509897728	182.224	200.879	100.808	327.261	226.453				
aa-rwlt-coding-agent-010	66	531	62837	1981	0	0	1981	2531622912	211.007	230.052	116.59	369.648	253.058				
aa-rwlt-coding-agent-010	67	773	63368	2005	0	0	2005	2562293760	241.241	260.174	116.684	402.287	285.603				
aa-rwlt-coding-agent-010	68	370	64141	2016	0	0	2016	2576351232	189.132	208.069	102.754	335.045	232.291				
aa-rwlt-coding-agent-010	69	335	64511	2027	0	0	2027	2590408704	237.177	256.573	102.843	386.026	283.183				
aa-rwlt-coding-agent-010	70	463	64846	2041	0	0	2041	2608300032	201.177	220.477	104.822	351.818	246.996				
aa-rwlt-coding-agent-010	71	627	65309	2061	0	0	2061	2633859072	203.627	223.061	120.692	377.452	256.76				
aa-rwlt-coding-agent-010	72	553	65936	2078	0	0	2078	2655584256	208.86	228.494	119.177	375.479	256.302				
aa-rwlt-coding-agent-010	73	649	66489	2099	0	0	2099	2682421248	211.523	231.473	128.845	381.464	252.619				
aa-rwlt-coding-agent-010	74	816	67138	2124	0	0	2124	2714370048	222.181	242.659	124.614	393.947	269.333				
aa-rwlt-coding-agent-010	75	732	67954	2147	0	0	2147	2743762944	226.778	246.93	124.654	400.243	275.589				
aa-rwlt-coding-agent-010	76	163	68686	2152	0	0	2152	2750152704	215.849	236.079	106.219	372.564	266.345				
aa-rwlt-coding-agent-010	77	410	68849	2165	0	0	2165	2766766080	222.519	243.042	110.601	381.483	270.882				
aa-rwlt-coding-agent-010	78	287	69259	2174	0	0	2174	2778267648	227.174	247.195	109.215	389.342	280.127				
aa-rwlt-coding-agent-011	0	9266	2068	355	0	0	355	453672960	6.607	12.515	110.199	130.406	20.207				
aa-rwlt-coding-agent-011	1	502	11334	370	5	0	370	472842240	6.822	12.239	38.041	58.958	20.917				
aa-rwlt-coding-agent-011	2	142	11836	375	0	0	375	479232000	5.321	10.972	37.805	57.696	19.891				
aa-rwlt-coding-agent-011	3	71	11978	377	0	0	377	481787904	5.056	10.469	42.97	55.003	12.033				
aa-rwlt-coding-agent-011	4	2359	12049	451	0	0	451	576356352	7.394	13.407	68.788	92.295	23.507				
aa-rwlt-coding-agent-011	5	1925	14408	511	0	0	511	653033472	9.815	16.421	61.619	88.938	27.319				
aa-rwlt-coding-agent-011	6	516	16333	527	5	0	527	673480704	9.595	16.355	56.225	76.893	20.668				
aa-rwlt-coding-agent-011	7	399	16849	539	0	0	539	688816128	9.158	16.089	44.205	69.222	25.017				
aa-rwlt-coding-agent-011	8	3793	17248	658	0	0	658	840892416	14.897	22.642	95.513	127.592	32.079				
aa-rwlt-coding-agent-011	9	229	21041	665	3	0	665	849838080	15.058	24.105	49.854	81.945	32.091				
aa-rwlt-coding-agent-011	10	306	21270	675	0	0	675	862617600	14.078	22.119	48.811	81.997	33.186				
aa-rwlt-coding-agent-011	11	237	21576	682	0	0	682	871563264	14.137	22.071	47.417	82.549	35.132				
aa-rwlt-coding-agent-011	12	208	21813	689	9	0	689	880508928	14.21	22.743	48.767	82.821	34.054				
aa-rwlt-coding-agent-011	13	891	22021	716	0	0	716	915013632	16.027	24.876	62.649	99.218	36.569				
aa-rwlt-coding-agent-011	14	583	22912	735	0	0	735	939294720	17.211	26.124	54.131	101.099	46.968				
aa-rwlt-coding-agent-011	15	3730	23495	851	13	0	851	1087537152	25.605	35.037	106.73	160.405	53.675				
aa-rwlt-coding-agent-011	16	796	27225	876	0	0	876	1119485952	27.147	36.666	66.809	113.44	46.631				
aa-rwlt-coding-agent-011	17	520	28021	892	0	0	892	1139933184	28.079	37.573	58.249	115.907	57.658				
aa-rwlt-coding-agent-011	18	1169	28541	929	0	0	929	1187217408	32.005	42.206	74.928	140.971	66.043				
aa-rwlt-coding-agent-011	19	530	29710	945	0	0	945	1207664640	36.098	46.94	60.498	126.896	66.398				
aa-rwlt-coding-agent-011	20	493	30240	961	0	0	961	1228111872	36.893	47.478	62.052	120.942	58.89				
aa-rwlt-coding-agent-011	21	923	30733	990	0	0	990	1265172480	38.976	49.609	72.344	138.704	66.36				
aa-rwlt-coding-agent-011	22	619	31656	1009	0	0	1009	1289453568	40.786	51.248	75.048	132.818	57.77				
aa-rwlt-coding-agent-011	23	355	32275	1020	0	0	1020	1303511040	41.559	52.365	64.331	129.758	65.427				
aa-rwlt-coding-agent-011	24	566	32630	1038	0	0	1038	1326514176	43.096	53.726	71.53	138.857	67.327				
aa-rwlt-coding-agent-011	25	903	33196	1066	0	0	1066	1362296832	45.626	56.683	70.938	142.83	71.892				
aa-rwlt-coding-agent-011	26	2075	34099	1131	0	0	1131	1445363712	52.23	63.678	100.704	178.66	77.956				
aa-rwlt-coding-agent-011	27	925	36174	1160	0	0	1160	1482424320	55.539	67.58	75.328	159.102	83.774				
aa-rwlt-coding-agent-011	28	526	37099	1176	0	0	1176	1502871552	56.795	68.975	72.361	158.473	86.112				
aa-rwlt-coding-agent-011	29	896	37625	1204	0	0	1204	1538654208	59.886	72.22	76.864	166.475	89.611				
aa-rwlt-coding-agent-011	30	195	38521	1210	0	0	1210	1546321920	60.298	72.205	68.896	154.954	86.058				
aa-rwlt-coding-agent-011	31	357	38716	1222	0	0	1222	1561657344	61.452	74.001	78.573	158.896	80.323				
aa-rwlt-coding-agent-011	32	950	39073	1251	0	0	1251	1598717952	64.644	77.205	80.104	173.774	93.67				
aa-rwlt-coding-agent-011	33	668	40023	1272	0	0	1272	1625554944	66.783	79.227	93.596	180.854	87.258				
aa-rwlt-coding-agent-011	34	673	40691	1293	0	0	1293	1652391936	78.496	91.186	78.947	189.612	110.665				
aa-rwlt-coding-agent-011	35	1074	41364	1327	0	0	1327	1695842304	82.784	95.811	95.882	206.78	110.898				
aa-rwlt-coding-agent-011	36	396	42438	1339	0	0	1339	1711177728	84.198	97.041	71.034	187.924	116.89				
aa-rwlt-coding-agent-011	37	240	42834	1347	0	0	1347	1721401344	85.242	98.374	76.596	190.029	113.433				
aa-rwlt-coding-agent-011	38	205	43074	1353	0	0	1353	1729069056	85.37	98.669	72.113	188.526	116.413				
aa-rwlt-coding-agent-011	39	464	43279	1367	0	0	1367	1746960384	87.249	100.6	78.72	194.105	115.385				
aa-rwlt-coding-agent-011	40	552	43743	1385	0	0	1385	1769963520	88.336	102.108	82.144	205.451	123.307				
aa-rwlt-coding-agent-011	41	331	44295	1395	0	0	1395	1782743040	90.962	104.572	75.022	197.767	122.745				
aa-rwlt-coding-agent-011	42	441	44626	1409	0	0	1409	1800634368	92.526	106.316	88.463	209.191	120.728				
aa-rwlt-coding-agent-011	43	666	45067	1430	0	0	1430	1827471360	94.877	109.093	86.947	215.535	128.588				
aa-rwlt-coding-agent-011	44	173	45733	1435	0	0	1435	1833861120	95.85	109.635	76.234	205.245	129.011				
aa-rwlt-coding-agent-011	45	762	45906	1459	0	0	1459	1864531968	98.916	113.041	89.526	227.207	137.681				
aa-rwlt-coding-agent-011	46	693	46668	1481	0	0	1481	1892646912	102.224	118.715	92.708	229.67	136.962				
aa-rwlt-coding-agent-011	47	294	47361	1490	0	0	1490	1904148480	103.771	118.094	78.027	216.003	137.976				
aa-rwlt-coding-agent-011	48	243	47655	1497	0	0	1497	1913094144	103.194	117.791	79.957	218.186	138.229				
aa-rwlt-coding-agent-011	49	274	47898	1506	0	0	1506	1924595712	104.799	119.46	79.949	218.8	138.851				
aa-rwlt-coding-agent-011	50	389	48172	1518	0	0	1518	1939931136	107.404	122.096	96.592	223.953	127.361				
aa-rwlt-coding-agent-011	51	268	48561	1526	0	0	1526	1950154752	108.188	122.709	86.976	223.239	136.263				
aa-rwlt-coding-agent-011	52	225	48829	1533	0	0	1533	1959100416	109.003	123.676	81.436	226.536	145.1				
aa-rwlt-coding-agent-011	53	128	49054	1537	0	0	1537	1964212224	109.002	123.91	81.384	225.348	143.964				
aa-rwlt-coding-agent-011	54	247	49182	1545	0	0	1545	1974435840	110.457	125.278	81.67	231.774	150.104				
aa-rwlt-coding-agent-011	55	159	49429	1550	0	0	1550	1980825600	111.303	126.706	82.504	231.196	148.692				
aa-rwlt-coding-agent-011	56	1	49587	1550	0	0	1550	1980825600	113.195	129.122	79.837	235.947	156.11				
aa-rwlt-coding-agent-011	57	1172	49588	1587	0	0	1587	2028109824	118.614	134.07	110.188	269.197	159.009				
aa-rwlt-coding-agent-011	58	1081	50760	1621	0	0	1621	2071560192	123.372	139.145	112.113	273.436	161.323				
aa-rwlt-coding-agent-011	59	329	51841	1631	0	0	1631	2084339712	124.904	140.309	85.599	249.532	163.933				
aa-rwlt-coding-agent-011	60	947	52170	1660	0	0	1660	2121400320	129.265	144.815	102.204	270.603	168.399				
aa-rwlt-coding-agent-011	61	350	53117	1671	0	0	1671	2135457792	131.67	147.373	88.593	262.492	173.899				
aa-rwlt-coding-agent-011	62	767	53467	1695	0	0	1695	2166128640	135.107	150.553	103.318	277.876	174.558				
aa-rwlt-coding-agent-051	0	7451	2110	299	0	0	299	382107648	5.033	10.082	87.226	105.857	18.631				
aa-rwlt-coding-agent-051	1	8311	9561	559	0	0	559	714375168	13.082	20.827	127.755	162.897	35.142				
aa-rwlt-coding-agent-051	2	376	17872	571	0	0	571	729710592	12.282	19.413	42.328	72.816	30.488				
aa-rwlt-coding-agent-051	3	810	18248	596	0	0	596	761659392	11.391	18.769	46.015	82.101	36.086				
aa-rwlt-coding-agent-051	4	1314	19058	637	0	0	637	814055424	12.52	19.989	66.148	87.841	21.693				
aa-rwlt-coding-agent-051	5	549	20372	654	0	0	654	835780608	13.019	20.784	45.816	77.988	32.172				
aa-rwlt-coding-agent-051	6	533	20921	671	0	0	671	857505792	13.454	21.415	47.683	81.849	34.166				
aa-rwlt-coding-agent-051	7	6958	21454	888	0	0	888	1134821376	27.744	37.484	145.995	198.878	52.883				
aa-rwlt-coding-agent-051	8	1290	28412	929	0	0	929	1187217408	30.973	41.52	69.061	125.842	56.781				
aa-rwlt-coding-agent-051	9	533	29702	945	0	0	945	1207664640	32.449	42.82	57.048	115.55	58.502				
aa-rwlt-coding-agent-051	10	207	30235	952	0	0	952	1216610304	32.79	43.119	53.578	111.646	58.068				
aa-rwlt-coding-agent-051	11	381	30442	964	0	0	964	1231945728	33.806	43.97	55.212	113.197	57.985				
aa-rwlt-coding-agent-051	12	401	30823	976	0	0	976	1247281152	34.728	45.465	58.671	115.478	56.807				
aa-rwlt-coding-agent-051	13	1102	31224	1011	0	0	1011	1292009472	40.854	51.689	71.56	140.994	69.434				
aa-rwlt-coding-agent-051	14	1640	32326	1062	0	0	1062	1357185024	46.575	57.761	92.698	166.915	74.217				
aa-rwlt-coding-agent-051	15	3584	33966	1174	0	0	1174	1500315648	61.318	73.53	130.07	216.376	86.306				
aa-rwlt-coding-agent-051	16	315	37550	1184	0	0	1184	1513095168	61.555	73.486	61.793	151.594	89.801				
aa-rwlt-coding-agent-051	17	2982	37865	1277	0	0	1277	1631944704	75.458	88.246	121.327	232.257	110.93				
aa-rwlt-coding-agent-051	18	384	40847	1289	0	0	1289	1647280128	76.532	89.852	64.92	217.462	152.542				
aa-rwlt-coding-agent-051	19	2413	41231	1364	0	0	1364	1743126528	86.752	100.781	114.553	237.16	122.607				
aa-rwlt-coding-agent-051	20	127	43644	1368	0	0	1368	1748238336	86.867	100.982	66.579	185.712	119.133				
aa-rwlt-coding-agent-051	21	400	43771	1381	0	0	1381	1764851712	87.644	102.056	69.185	193.385	124.2				
aa-rwlt-coding-agent-051	22	968	44171	1411	0	0	1411	1803190272	92.191	106.416	86.673	210.675	124.002				
aa-rwlt-coding-agent-051	23	89	45139	1414	0	0	1414	1807024128	91.915	106.359	68.438	193.102	124.664				
aa-rwlt-coding-agent-051	24	152	45228	1419	0	0	1419	1813413888	93.187	107.149	69.165	196.51	127.345				
aa-rwlt-coding-agent-051	25	56	45380	1420	0	0	1420	1814691840	93.395	107.628	68.992	195.225	126.233				
aa-rwlt-coding-agent-051	26	217	45436	1427	0	0	1427	1823637504	93.885	108.022	70.571	199.367	128.796				
aa-rwlt-coding-agent-051	27	91	45653	1430	0	0	1430	1827471360	93.311	107.685	68.529	197.356	128.827				
aa-rwlt-coding-agent-051	28	3002	45744	1524	0	0	1524	1947598848	106.196	121.031	137.481	279.479	141.998				
aa-rwlt-coding-agent-051	29	68	48746	1526	0	0	1526	1950154752	106.138	120.955	76.598	218.518	141.92				
aa-rwlt-coding-agent-051	30	498	48814	1541	1	0	1541	1969324032	108.741	124.218	76.841	225.018	148.177				
aa-rwlt-coding-agent-051	31	437	49312	1555	0	0	1555	1987215360	111.568	126.94	76.314	229.742	153.428				
aa-rwlt-coding-agent-051	32	683	49749	1576	0	0	1576	2014052352	112.237	127.487	89.723	238.005	148.282				
aa-rwlt-coding-agent-051	33	537	50432	1593	0	0	1593	2035777536	116.921	132.607	88.337	242.496	154.159				
aa-rwlt-coding-agent-051	34	564	50969	1611	0	0	1611	2058780672	119.51	135.115	89.205	246.186	156.981				
aa-rwlt-coding-agent-051	35	2864	51533	1700	0	0	1700	2172518400	133.851	150.244	152.955	326.124	173.169				
aa-rwlt-coding-agent-051	36	69	54397	1703	0	0	1703	2176352256	134.439	150.656	84.999	251.677	166.678				
aa-rwlt-coding-agent-051	37	611	54466	1722	0	0	1722	2200633344	137.789	154.283	94.862	272.069	177.207				
aa-rwlt-coding-agent-051	38	926	55077	1751	0	0	1751	2237693952	131.455	151.2	99.572	275.15	175.578				
aa-rwlt-coding-agent-051	39	3359	56003	1856	0	0	1856	2371878912	150.287	177.489	183.973	385.228	201.255				
aa-rwlt-coding-agent-051	40	126	59362	1859	0	0	1859	2375712768	150.844	168.867	84.032	277.594	193.562				
aa-rwlt-coding-agent-051	41	754	59488	1883	0	0	1883	2406383616	155.652	174.077	103.114	304.745	201.631				
aa-rwlt-coding-agent-051	42	172	60242	1888	1	0	1888	2412773376	156.459	174.883	85.468	287.961	202.493				
aa-rwlt-coding-agent-051	43	262	60414	1897	0	0	1897	2424274944	157.938	176.224	87.409	295.216	207.807				
aa-rwlt-coding-agent-051	44	72	60676	1899	0	0	1899	2426830848	158.822	177.017	85.493	287.785	202.292				
aa-rwlt-coding-agent-051	45	126	60748	1903	0	0	1903	2431942656	159.426	177.645	86.249	288.729	202.48				
aa-rwlt-coding-agent-051	46	87	60874	1906	0	0	1906	2435776512	159.849	178.711	91.4	292.311	200.911				
aa-rwlt-coding-agent-056	0	9575	0	300	300	0	300	383385600	310.398	318.21	1507.5	935.3	-572.2				
aa-rwlt-coding-agent-056	1	313	9575	309	309	0	309	394887168	13.51	19.293	155.181	289.095	133.914				
aa-rwlt-coding-agent-056	2	55	9888	311	311	0	311	397443072	6.302	11.528	168.938	287.352	118.414				
aa-rwlt-coding-agent-056	3	3457	9943	419	419	0	419	535461888	21.817	28.207	178.874	321.338	142.464				
aa-rwlt-coding-agent-056	4	3194	13400	519	519	0	519	663257088	28.672	35.94	86.902	132.788	45.886				
aa-rwlt-coding-agent-056	5	15518	16594	1004	1004	0	1004	1283063808	174.358	189.37	265.712	473.054	207.342				
aa-rwlt-coding-agent-056	6	480	32112	1019	1019	0	1019	1302233088	134.68	145.279	65.948	228.372	162.424				
aa-rwlt-coding-agent-056	7	3057	32592	1115	1115	0	1115	1424916480	169.586	181.265	115.189	311.895	196.706				
aa-rwlt-coding-agent-056	8	18482	35649	1692	1692	0	1692	2162294784	487.166	503.648	444.484	971.185	526.701				
aa-rwlt-coding-agent-056	9	675	54131	1713	1713	0	1713	2189131776	376.063	392.623	97.588	511.888	414.3				
aa-rwlt-coding-agent-056	10	67	54806	1715	1715	0	1715	2191687680	226.32	242.606	75.936	340.548	264.612				
aa-rwlt-coding-agent-056	11	92	54873	1718	1718	0	1718	2195521536	198.772	214.767	76.738	312.22	235.482				
aa-rwlt-coding-agent-056	12	269	54965	1727	1727	0	1727	2207023104	166.938	183.566	82.813	288.265	205.452				
aa-rwlt-coding-agent-056	13	202	55234	1733	1733	0	1733	2214690816	169.34	185.575	84.84	292.024	207.184				
aa-rwlt-coding-agent-056	14	406	55436	1746	1746	0	1746	2231304192	182.202	199.192	86.591	303.819	217.228				
aa-rwlt-coding-agent-056	15	245	55842	1753	1753	0	1753	2240249856	181.11	198.077	80.827	302.51	221.683				
aa-rwlt-coding-agent-056	16	1026	56087	1785	1785	0	1785	2281144320	170.701	187.728	104.015	322.109	218.094				
aa-rwlt-coding-agent-056	17	503	57113	1801	1801	0	1801	2301591552	159.055	176.093	79.813	282.211	202.398				
aa-rwlt-coding-agent-056	18	2485	57616	1879	1879	0	1879	2401271808	217.908	235.851	144.983	404.006	259.023				
aa-rwlt-coding-agent-056	19	123	60101	1882	1882	0	1882	2405105664	215.632	232.971	83.592	341.869	258.277				
aa-rwlt-coding-agent-056	20	168	60224	1888	1888	0	1888	2412773376	184.582	202.546	87.998	315.099	227.101				
aa-rwlt-coding-agent-056	21	71	60392	1890	1890	0	1890	2415329280	187.976	205.839	83.693	306.421	222.728				
aa-rwlt-coding-agent-056	22	89	60463	1893	1893	0	1893	2419163136	171.908	190.569	76.699	292.134	215.435				
aa-rwlt-coding-agent-056	23	1302	60552	1933	1933	0	1933	2470281216	198.384	217.179	125.58	367.023	241.443				
aa-rwlt-coding-agent-056	24	222	61854	1940	1940	0	1940	2479226880	184.792	203.43	87.246	317.163	229.917				
aa-rwlt-coding-agent-056	25	211	62076	1947	1947	0	1947	2488172544	194.361	213.721	85.059	325.135	240.076				
aa-rwlt-coding-agent-056	26	301	62287	1956	1956	0	1956	2499674112	199.338	217.972	89.205	337.216	248.011				
aa-rwlt-coding-agent-056	27	1061	62588	1990	1990	0	1990	2543124480	223.487	242.552	128.754	387.281	258.527				
aa-rwlt-coding-agent-056	28	329	63649	2000	2000	0	2000	2555904000	211.341	229.871	91.708	346.61	254.902				
aa-rwlt-coding-agent-056	29	139	63978	2004	2004	0	2004	2561015808	196.051	214.623	92.35	334.949	242.599				
aa-rwlt-coding-agent-056	30	1481	64117	2050	2034	0	2050	2619801600	234.829	255.021	131.719	415.176	283.457				
aa-rwlt-coding-agent-056	31	407	65598	2063	0	0	2063	2636414976	225.648	246.332	96.779	365.944	269.165				
aa-rwlt-coding-agent-056	32	225	66005	2070	0	0	2070	2645360640	215.819	236.907	89.18	356.754	267.574				
aa-rwlt-coding-agent-056	33	96	66230	2073	0	0	2073	2649194496	216.737	236.883	87.943	349.823	261.88				
aa-rwlt-coding-agent-056	34	824	66326	2099	0	0	2099	2682421248	233.125	253.174	124.422	395.062	270.64				
aa-rwlt-coding-agent-056	35	1106	67150	2133	0	0	2133	2725871616	243.248	263.404	123.038	415.554	292.516				
aa-rwlt-coding-agent-056	36	390	68256	2146	0	0	2146	2742484992	239.02	259.401	101.962	383.891	281.929				
aa-rwlt-coding-agent-056	37	1070	68646	2179	0	0	2179	2784657408	265.145	286.371	126.101	439.174	313.073				
aa-rwlt-coding-agent-056	38	703	69716	2201	0	0	2201	2812772352	242.873	263.724	119.559	406.159	286.6				
aa-rwlt-coding-agent-056	39	1728	70419	2255	0	0	2255	2881781760	296.5	318.616	148.156	497.691	349.535				
aa-rwlt-coding-agent-056	40	2703	72147	2340	0	0	2340	2990407680	327.26	349.348	179.243	556.21	376.967				
aa-rwlt-coding-agent-056	41	295	74850	2349	0	0	2349	3001909248	292.116	314.548	99.236	442.871	343.635				
aa-rwlt-coding-agent-056	42	197	75145	2355	0	0	2355	3009576960	262.571	285.054	98.491	416.349	317.858				
aa-rwlt-coding-agent-056	43	624	75342	2374	0	0	2374	3033858048	282.47	304.895	123.789	461.111	337.322				
