
NOTICE: Existing SQLite export found: nvbugs_5615248/trtllm_bench/nsys_decode_loop_v2/pyt_beam10_decode.sqlite
        It is assumed file was previously exported from: nvbugs_5615248/trtllm_bench/nsys_decode_loop_v2/pyt_beam10_decode.nsys-rep
        Consider using --force-export=true if needed.

Processing [nvbugs_5615248/trtllm_bench/nsys_decode_loop_v2/pyt_beam10_decode.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
      0.4          2428247       1004    2418.6    2400.0      2112      2561        105.3  void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyKernel<at_cuda_detail::cub::detail::s…
      0.3          2296115       1518    1512.6    1472.0      1152      2048        290.9  silu_and_mul_kernel                                                                                 
      0.3          2058686        502    4101.0    4128.0      3297      4384        158.9  void at::native::mbtopk::gatherTopK<float, unsigned int, (int)1>(at::cuda::detail::TensorInfo<const…
      0.3          1835380        977    1878.6    1664.0      1280      2592        572.1  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.3          1825587        502    3636.6    3648.0      3456      3776         29.9  void at::native::bitonicSortKVInPlace<(int)-2, (int)-1, (int)16, (int)16, float, long, at::native::…
      0.3          1703313        176    9677.9   10080.0      7008     13056       2395.0  void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat…
      0.2          1595066        502    3177.4    3232.0      2432      3456        235.0  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.2          1502578       1004    1496.6    1440.0      1248      1856        147.0  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.2          1494387        950    1573.0    1632.0      1376      1952        172.4  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.2          1492657        836    1785.5    1760.0      1376      2400        311.6  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv…
      0.2          1311080       1004    1305.9    1312.0      1248      1376         28.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
      0.2          1242862       1004    1237.9    1248.0      1120      1472         84.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at…
      0.2          1228714        502    2447.6    2496.0      1632      2625        183.6  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.2          1204433        556    2166.2    2208.0      1409      2305        150.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_copy_kernel_impl…
      0.2          1178767       1004    1174.1    1216.0      1088      1376         70.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at…
      0.2          1164270        502    2319.3    2304.0      2048      2464         27.6  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrappe…
      0.2          1109480        502    2210.1    2240.0      1504      2273        156.8  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1          1000551        502    1993.1    1984.0      1600      2080         50.4  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::…
      0.1           957481       1026     933.2     928.0       896      1280         25.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.1           935337        691    1353.6    1344.0      1216      1824        110.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_fill_kernel_impl…
      0.1           930063        502    1852.7    1856.0      1632      2016         41.0  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.1           925516       1004     921.8     928.0       896       961         18.7  void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::cub::Reduc…
      0.1           924270        881    1049.1     960.0       896      1536        136.6  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<ch…
      0.1           876516        640    1369.6    1408.0      1088      1728         98.0  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(…
      0.1           864522        502    1722.2    1728.0      1472      1792         28.1  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.1           854728        502    1702.6    1696.0      1504      1760         25.7  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.1           765287        227    3371.3    3392.0      3104      3488         77.7  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.1           746120        502    1486.3    1504.0      1184      1537         69.0  void at::native::mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsig…
      0.1           703297        502    1401.0    1408.0      1344      1536         26.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
      0.1           686854        502    1368.2    1376.0      1184      1408         24.9  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.1           682443        502    1359.4    1344.0      1312      1409         18.1  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           673890        502    1342.4    1344.0      1280      1376         22.5  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           670312        502    1335.3    1344.0      1312      1376         16.8  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1           623086        502    1241.2    1248.0      1216      1280         13.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at:…
      0.1           609127        502    1213.4    1216.0      1088      1376         29.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array…
      0.1           588616        505    1165.6    1152.0      1120      1185         16.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, …
      0.1           577636        502    1150.7    1152.0      1120      1184         14.7  void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, …
      0.1           563781        235    2399.1    2400.0      2144      2816         86.3  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.1           534758        551     970.5     960.0       896      1504         77.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<cha…
      0.1           534021        502    1063.8    1056.0      1024      1088         14.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.1           473513        504     939.5     928.0       896       961         15.6  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.1           469637        503     933.7     928.0       896       961         13.3  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.1           451205        502     898.8     896.0       864       929         13.4  void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)                             
      0.1           385062        238    1617.9    1632.0      1408      1792         57.9  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
      0.0           306786        238    1289.0    1280.0      1120      1440         43.8  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
      0.0           220354        238     925.9     928.0       896      1056         18.2  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
      0.0           158849         69    2302.2    2304.0      2080      2592         97.7  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0           137058         69    1986.3    1920.0      1696      2336        182.4  void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int…
      0.0           115104         69    1668.2    1664.0      1408      1792         62.8  void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<long, long, long, at::native…
      0.0           114401         69    1658.0    1632.0      1376      1856         63.6  void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<long>, std::array<char *, …
      0.0           105313         69    1526.3    1504.0      1376      1696         69.5  void at::native::unrolled_elementwise_kernel<at::native::AUnaryFunctor<long, long, long, at::native…
      0.0            88992         69    1289.7    1248.0      1216      1408         69.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, …
      0.0            85378         52    1641.9    1632.0      1312      2240        206.1  void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, lon…
      0.0            82592         69    1197.0    1184.0      1184      1248         17.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::Tens…
      0.0            80161         25    3206.4    3360.0      1792      5024        986.8  void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2…
      0.0            68353         69     990.6     992.0       960      1024          8.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std:…
      0.0            32832         27    1216.0    1216.0      1184      1248         12.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at:…
      0.0            29728         22    1351.3    1344.0      1312      1408         29.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…
      0.0            26785         22    1217.5    1216.0      1184      1312         37.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
      0.0            20960         22     952.7     928.0       896      1440        109.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned int>, std::…
      0.0             4768          4    1192.0    1184.0      1184      1216         16.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::arra…
      0.0             3584          3    1194.7    1216.0      1152      1216         37.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::where_kernel_impl(at:…
      0.0             3393          2    1696.5    1696.5      1568      1825        181.7  void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(…
      0.0             1600          1    1600.0    1600.0      1600      1600          0.0  void compute_cuda_kernel<long>(const T1 *, const long *, T1 *, long, long)                          
      0.0             1504          1    1504.0    1504.0      1504      1504          0.0  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.0             1248          1    1248.0    1248.0      1248      1248          0.0  void at::native::roll_cuda_kernel<long>(const T1 *, T1 *, long, long, long, long, long, long)       
      0.0             1184          1    1184.0    1184.0      1184      1184          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(a…
      0.0             1120          1    1120.0    1120.0      1120      1120          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::neg_kernel_cuda(at::TensorIterat…

